Country,Year,Annual CO₂ emissions (per capita),GDP per capita,Population,Mean income or consumption per day,poverty_gap_index_4000
Albania,1996,-0.9547619501747334,-0.9034837849698658,-0.32596809836241675,-0.8248010088560984,0.8664970407754863
Albania,2002,-0.8482128908421473,-0.8596236975042263,-0.32686078515990663,-0.8162645966799341,0.8557554802998077
Albania,2005,-0.8107317593277552,-0.8088526925887547,-0.32740998126128695,-0.764689379262094,0.7695324902730185
Albania,2008,-0.7952986423603976,-0.690745244775275,-0.3278989408470932,-0.7221615935928165,0.7054521685717282
Albania,2012,-0.7610876761924359,-0.5495039766708579,-0.32825834843234614,-0.7475622952841628,0.7377751680320903
Albania,2014,-0.6874158477590694,-0.5510323010805257,-0.32830722264489226,-0.7171324849980372,0.6861629803451513
Albania,2015,-0.7687960509511529,-0.5190042109489488,-0.32831699627928845,-0.6145445890737307,0.5146222431696609
Albania,2016,-0.7737319148704321,-0.5173150610070025,-0.3283255618006567,-0.6005631786095679,0.4927451862225154
Albania,2017,-0.7316186671569923,-0.49169555938390214,-0.32833584888308975,-0.6064527469572298,0.5010595326978491
Albania,2018,-0.7566218101739169,-0.48371442936488457,-0.3283499958866472,-0.5623113127889497,0.4242297320630713
Albania,2019,-0.7606055123076922,-0.4687216576077893,-0.3283689390989256,-0.5411826301823806,0.3935525140775345
Algeria,1988,-0.43667583122539055,-0.6460313817803652,-0.19928725090685892,-0.8476757416397446,0.9426920561066346
Algeria,1995,-0.4466441745133299,-0.6917545284470007,-0.17370545753980676,-0.8648786125839536,1.5241325241686277
Algeria,2011,-0.4421024629009691,-0.2991034981321024,-0.1249851344311881,-0.7617868208572888,0.7588984091328947
Angola,2000,-0.8891932333587853,-1.052795359915587,-0.24669938694484655,-0.8513699405706393,0.9531120415968724
Angola,2008,-0.9095181518280555,-0.7866540072926941,-0.2146997528610581,-0.8934121347720761,0.9914467805197691
Angola,2018,-0.9422190289345226,-0.7489405050062803,-0.15681897312358445,-0.9443147629775139,1.1012894665044
Armenia,1999,-0.8941963645744913,-0.9700546654548454,-0.3263625653877411,-0.9629085975625958,1.1054578590179833
Armenia,2001,-0.8614519292265704,-0.9500898791146295,-0.3268028923836068,-0.9752963850743367,1.1233316924366352
Armenia,2002,-0.8864095977682278,-0.9299101012935655,-0.3269726201829049,-0.9637245886072205,1.1052427675743774
Armenia,2003,-0.8627465287534422,-0.8939296826070168,-0.32709906733297633,-0.956837009820277,1.0961579423044483
Armenia,2004,-0.8474804474580716,-0.873621901947784,-0.32720996606837793,-0.8957343228986111,1.0029279501847104
Armenia,2005,-0.8050838930695614,-0.8376436090833927,-0.32732168028007336,-0.863554108207725,0.949387441151346
Armenia,2006,-0.8017497010356512,-0.7879020633091348,-0.32744710657463616,-0.875651157159455,0.9553864344542602
Armenia,2007,-0.7573189247096086,-0.7323065985436997,-0.32758055473970465,-0.83738261557324,0.8897632963488342
Armenia,2008,-0.7260808427719448,-0.6891289396725878,-0.3277072435123817,-0.8291095195869942,0.8778104523916646
Armenia,2009,-0.7985336615308763,-0.7234283375611199,-0.32782276932068033,-0.8716491684544287,0.9469497381238136
Armenia,2010,-0.8037467125987481,-0.6757327453885594,-0.3279315236554573,-0.8645281387010403,0.9411940504199169
Armenia,2011,-0.7575253810924605,-0.6238251569017199,-0.3280360979191575,-0.8572971707935847,0.9244604008111195
Armenia,2012,-0.7071275184329866,-0.5285176335789944,-0.3281240243853324,-0.8445639316324292,0.9040300329809672
Armenia,2013,-0.7189341492077,-0.5380175076358239,-0.3282028054358857,-0.8307599327855874,0.8846034252209752
Armenia,2014,-0.7131851920255369,-0.5673510756664986,-0.32827196386617125,-0.8209939803299087,0.8664403137265475
Armenia,2015,-0.7203434487547387,-0.5466824721264224,-0.32834045783429144,-0.7928616224513495,0.8234739722444627
Armenia,2016,-0.7357734237562626,-0.5370780643080414,-0.3284175173237799,-0.770774717197098,0.7956345672033137
Armenia,2017,-0.7125610368592584,-0.4433453500394914,-0.32850155366600475,-0.7827079828253206,0.8211899533811113
Armenia,2018,-0.6922441724175232,-0.40879796224136977,-0.32859437298994293,-0.7828144736793069,0.8183801554333898
Armenia,2019,-0.6604387464399893,-0.3438168509296943,-0.328690774369009,-0.8261098809210687,0.8788693130476873
Australia,1981,1.5485900223528215,0.265313055480375,-0.25554284679629513,0.6577334347258944,-0.9913772440248287
Australia,1985,1.5311474538297358,0.32565908084872425,-0.2503743580457282,0.7199769000449336,-1.0067824052312437
Australia,1989,1.7258242962284736,0.541819763883381,-0.24426794470533947,0.7735298047510898,-1.0283105692518864
Australia,1995,2.0279104280170817,0.718056713162465,-0.23698051027164274,0.6163221939583714,-0.9352780430269033
Australia,2001,2.328083979440747,1.0981725355113625,-0.22945913683121186,0.8944003371939051,-1.0909897096092054
Australia,2003,2.3584797587936213,1.2001849019184152,-0.226735699713412,0.9602574214139403,-1.1274106325808704
Australia,2004,2.4427534933114625,1.2547134307152168,-0.22537019372016942,1.1522259093908296,-1.2425989052222142
Australia,2008,2.4080506633526086,1.520472435799316,-0.2173796375042,1.7771731908764414,-1.4241288973141846
Australia,2010,2.296735198009181,1.6679128280689703,-0.21272061001752382,1.7664159080396296,-1.4333458146211242
Australia,2014,1.99182878654012,1.7641040131460695,-0.2039593018519765,1.971977095359812,-1.5064837432306526
Australia,2016,2.0299072203732598,1.7401732079561882,-0.19957307836814395,1.8984655421735765,-1.4882147124774987
Australia,2018,1.9700284758111233,1.8954747771865945,-0.19484016268867774,1.9387186949039987,-1.4903742903189245
Austria,1994,0.33833620293722694,0.5332450476294366,-0.29779472133343626,1.3627987006278697,-1.3932152613028628
Austria,1995,0.40466383237267395,0.5976564386029384,-0.2977226755130139,1.3080396309697635,-1.390889319523883
Austria,1996,0.4794464553316509,0.6330351078974757,-0.297657739437761,1.2058470774649261,-1.3654220278972167
Austria,1997,0.47531933707136964,0.7221526906066832,-0.29760311460720185,1.2034312368735325,-1.3645997014429123
Austria,1998,0.4652610276105809,0.7962136702054838,-0.2975501388509258,1.3207426148310573,-1.3753442492997519
Austria,1999,0.4337392553857388,0.8669816095610503,-0.29745635303656526,1.3960569548050374,-1.431974839020005
Austria,2000,0.44158211358902777,0.9771082674870574,-0.29734132255460805,1.3226990917157637,-1.4179897128520007
Austria,2003,0.6738371413653761,0.9974027830160282,-0.2966787933700748,1.4781691559966685,-1.4651579719029224
Austria,2004,0.6695923820587699,1.0732539316256928,-0.29637006008577965,1.6269460945701617,-1.5079905119021098
Austria,2005,0.6888522672734152,1.275416330852765,-0.2960328817802412,1.5013065369644185,-1.488426019904967
Austria,2006,0.6298236802106526,1.314040705417166,-0.2957868072781411,1.565731065648686,-1.496932089864601
Austria,2007,0.5648564123776628,1.3904640119744116,-0.29562402008818867,1.6810220429533835,-1.4894672218190146
Austria,2008,0.546013385653256,1.47496141783969,-0.295464464600586,1.7293988290259477,-1.507667376839841
Austria,2009,0.4064794136761278,1.3471931570599207,-0.29533275007771265,1.833952661187375,-1.5071779940159515
Austria,2010,0.5056815046967225,1.4175662603801258,-0.29521260323708204,1.864743779728097,-1.5373250680213113
Austria,2011,0.4544709323864722,1.5188552803677657,-0.2950412203229356,1.8070551388753004,-1.510857733954374
Austria,2012,0.3906175279759535,1.5522592025995887,-0.2948090209989617,1.7380468225529644,-1.498713199706028
Austria,2013,0.39266031725055506,1.5000754839866555,-0.2945075907579206,1.882565638513011,-1.543216671610105
Austria,2014,0.30434177667037327,1.6057066232800414,-0.2941057482025605,1.8348647573021493,-1.529327417142188
Austria,2015,0.33533155197097275,1.6336832931998182,-0.29352370350795,1.8234501469916247,-1.518523719138357
Austria,2016,0.33822897421953635,1.6476903070503959,-0.29295547358581414,1.9609309121979683,-1.5392969852168157
Austria,2017,0.37794360502772784,1.7660836921161887,-0.2925869628688955,1.9184903086014597,-1.5496773580328562
Austria,2018,0.3081609092099961,1.8235609913439135,-0.29232709171601623,1.9512825677733407,-1.541599479372993
Austria,2019,0.3305305003066436,1.8448939284803136,-0.29208896659764017,2.014712401667627,-1.5599972164645082
Azerbaijan,1995,-0.29616388584809133,-1.0215868110732582,-0.2980727745873864,-0.9536412748780343,1.0857283640013704
Azerbaijan,2001,-0.4406752066538471,-0.9990724270146812,-0.2957006748598127,-0.8966630265156142,0.9931759763152394
Azerbaijan,2002,-0.4440408183460924,-0.9942923316559273,-0.29515643202184705,-0.8141197616592618,0.8523646035231109
Azerbaijan,2003,-0.40929915222815627,-0.9860578263111883,-0.29461153076228114,-0.7974975340467949,0.8246958111393904
Azerbaijan,2004,-0.37882444011733635,-0.9769498008009814,-0.29404472641351825,-0.7854518288996655,0.8087631116130326
Azerbaijan,2005,-0.3458345843567795,-0.8673125581553314,-0.2934402168571528,-0.7377354909119206,0.7298318542969767
Bangladesh,1983,-1.050991369961086,-1.1065684508816886,0.20423733605975122,-1.0774991049450422,1.5241325241686277
Bangladesh,1985,-1.0480236451309628,-1.100147645981881,0.23391837774197433,-1.0635641623306273,1.5241325241686277
Bangladesh,1988,-1.0434435266397357,-1.10067477051288,0.27456975018023927,-1.075669407762465,1.5241325241686277
Bangladesh,1991,-1.0427691493416775,-1.0910606746143208,0.31415961410648713,-1.0787087854604411,1.2979633733202391
Bangladesh,1995,-1.034789001845258,-1.0857037841812536,0.3658095025777362,-1.0502575498864153,1.2496959239676189
Bangladesh,2000,-1.0299158548521197,-1.0929505191744995,0.4346719451714539,-1.0449864330244243,1.241574363156554
Bangladesh,2005,-1.0185780857556386,-1.084664223133148,0.5054628623483133,-1.0256240406835262,1.2085928785020172
Bangladesh,2010,-1.0009555520058158,-1.0288686759862617,0.5506375307745631,-1.0125401130974439,1.1866233455113708
Bangladesh,2016,-0.9803014413732353,-0.9618024052434483,0.6194603472609638,-0.9934333426897065,1.155438073569687
Belarus,1998,-0.007918168357891955,-0.6584703325190804,-0.28316383226493635,-1.0192701497830916,1.1977204707314788
Belarus,1999,-0.04021688297128927,-0.6641386814080673,-0.2834609737047282,-1.0075395288385536,1.1768159723179212
Belarus,2001,-0.10039232409777514,-0.6296879476573671,-0.28410773097368147,-0.9304028348700044,1.047039089320888
Belarus,2002,-0.09697512571068169,-0.616751101025102,-0.28450532701174824,-0.9027117460296734,1.0015137903292501
Belarus,2003,-0.06770086375518711,-0.5862822872738039,-0.2849252066946157,-0.8928915144445726,0.9825536787341403
Belarus,2004,-0.0032582311474231907,-0.537451188613102,-0.285324898808786,-0.8536679975966075,0.9150838079811137
Belarus,2005,0.02308538044409402,-0.49642718599746805,-0.28571479916686465,-0.7713903064972705,0.7757568648879819
Belarus,2006,0.07477660045790073,-0.40760738845606403,-0.28608004797860775,-0.7026026271320258,0.6632712095969207
Belarus,2007,0.05207955075932437,-0.32546284255455643,-0.28637428390656744,-0.6266439297242413,0.5420995112278255
Belarus,2008,0.10530974947977552,-0.1842799636987283,-0.2866047979128673,-0.603760683523422,0.5003465443940447
Belarus,2009,0.06664548515662883,-0.2147438455426212,-0.28678673369431296,-0.5977108912992956,0.49083724545423413
Belarus,2010,0.10476173218323039,-0.11199634148925672,-0.2869455039084474,-0.5190301920949068,0.3575955314002022
Belarus,2011,0.08630662863580467,0.024004349832825893,-0.2870931534421596,-0.5021417861070226,0.33029737343921367
Belarus,2012,0.11120422352141468,-0.02968144637220561,-0.287173064078394,-0.41709855093424536,0.19691150164759225
Belarus,2013,0.14130937103468777,-0.054537692807925975,-0.287188835993974,-0.3258692405992043,0.058245002142952015
Belarus,2014,0.13200257595989448,-0.034679679428600584,-0.2871731426057408,-0.28917280437664566,0.007128255025034809
Belarus,2015,0.03982363713766009,-0.06075439043633121,-0.28713165600436064,-0.3853194664212389,0.13841950791892407
Belarus,2016,0.026465825137832463,-0.1241937988308952,-0.2870863396846819,-0.4177916679165781,0.19123302115015042
Belarus,2017,0.04996420399466037,-0.02793158294944515,-0.28708777129862,-0.39640841170714175,0.15883686404446323
Belarus,2018,0.10366661095230117,0.021208751974414797,-0.2871620762904047,-0.32653778276907874,0.05113825471234415
