Entity,Year,Annual CO₂ emissions from cement_x,Annual CO₂ emissions from cement_y,Annual CO₂ emissions from coal,Annual CO₂ emissions from gas,Annual CO₂ emissions from oil,Coal consumption - TWh,Coal production (TWh),Fossil fuels (% equivalent primary energy),Gas consumption - TWh,Gas production (TWh),Oil consumption - TWh,Oil production (TWh),Fossil fuels - % electricity
Croatia,1999,1128591.0,1128591.0,890714.0,4471368.0,12729899.0,2.39899,0.12834227,78.75406,25.467499,16.811077,52.552788,18.659256,43.364197
Croatia,2000,1257007.0,1257007.0,1795015.0,4562353.0,11164776.0,5.0206594,0.0,80.23367,25.6955,18.00412,46.74931,17.963364,42.46209
Croatia,2001,1443277.0,1443277.0,1906699.0,4850616.0,11618254.0,5.5889707,0.0,79.22051,26.925,19.088705,47.907486,16.929045,43.686275
Croatia,2002,1423550.0,1423550.0,2317912.0,5025431.0,12122187.0,6.793734,0.0,83.19336,27.567,16.377554,50.18211,16.231567,53.90071
Croatia,2003,1426939.0,1426939.0,2599679.0,4904737.0,13327786.0,7.555883,0.0,85.11253,27.401749,19.547401,55.533672,16.172432,58.51064
Croatia,2004,1509990.0,1509990.0,2770105.0,5255877.0,12332806.0,8.023571,0.0,80.101746,28.418333,17.260553,52.103424,14.993003,44.989185
Croatia,2005,1541942.0,1541942.0,2747406.0,5116001.0,12895490.0,7.95114,0.0,81.49893,27.48239,16.192127,53.632507,13.960077,45.900383
Croatia,2006,1635071.0,1635071.0,2554646.0,5059593.0,13210340.0,7.381305,0.0,82.47591,27.17922,16.596334,54.472054,12.771262,48.489544
Croatia,2007,1661519.0,1661519.0,2776955.0,5870851.0,13501001.0,8.013639,0.0,87.606766,31.229944,21.396666,55.770203,11.738172,62.20096
Croatia,2008,1567791.0,1567791.0,2848921.0,5693071.0,12526465.0,8.246868,0.0,84.73763,30.270388,21.4389,52.884552,10.878271,54.3036
Croatia,2009,1246980.0,1246980.0,2029059.9,5256202.0,12478856.0,5.893177,0.0,80.283394,27.949888,20.85947,51.64974,12.041919,43.970036
Croatia,2010,1210216.0,1210216.0,2738199.0,5712434.0,10600840.0,7.9398127,0.0,76.14875,30.614166,20.012312,43.887875,11.420106,37.119675
Croatia,2011,1081906.0,1081906.0,2794497.0,5564328.0,10455572.0,8.172656,0.0,84.48951,29.891666,19.071924,41.734562,10.34823,52.98308
Croatia,2012,1034716.94,1034716.94,2483775.0,5194847.0,9741771.0,7.329214,0.0,83.10477,28.066055,17.920212,37.400105,9.265192,50.23652
Croatia,2013,1141027.0,1141027.0,2677987.0,4911808.0,9104152.0,7.852052,0.0,73.243805,26.537943,15.637921,35.97752,9.342075,33.42898
Croatia,2014,1225087.0,1225087.0,2569636.0,4305073.0,8991591.0,7.5210743,0.0,71.52406,23.485712,14.76093,37.66257,9.031211,25.986597
Croatia,2015,1169235.0,1169235.0,2376274.0,4460983.0,9419466.0,7.0444655,0.0,77.328064,24.21231,14.253755,39.127132,8.673858,33.096085
Croatia,2016,1076508.0,1076508.0,2561225.0,4729110.0,9369451.0,7.570932,0.0,76.11866,25.243532,12.795635,39.293175,8.957631,33.65079
Czechia,1993,2194553.0,2194553.0,100747050.0,15317111.0,20377864.0,287.87985,357.6968,91.55741,68.93175,2.433396,81.68363,1.3964702,75.86501
Czechia,1994,2208383.0,2208383.0,94921610.0,14224930.0,19795156.0,272.46667,326.8422,90.944405,67.32975,2.876732,84.47287,1.6456981,74.72603
Czechia,1995,2005014.0,2005014.0,94833780.0,15630056.0,17661168.0,272.72382,316.64536,91.341324,76.19525,2.560137,95.19518,1.9949573,75.8336
Czechia,1996,2116492.0,2116492.0,95219200.0,18041492.0,18042620.0,272.11865,320.43347,91.35619,87.687,2.3542652,99.64469,2.8504603,76.32774
Czechia,1997,2083359.0,2083359.0,90922610.0,18435124.0,17695342.0,255.68047,325.27686,91.203476,89.18874,2.1122382,95.0233,2.2939172,77.13752
Czechia,1998,2067652.0,2067652.0,83665580.0,18423628.0,19485710.0,237.00223,303.55847,90.64579,89.38025,2.1894333,98.08545,2.4934127,76.52429
Czechia,1999,1962910.0,1962910.0,75615880.0,18474508.0,18622892.0,215.9442,269.04248,89.85659,89.8605,2.2658205,97.63967,2.7029288,75.50257
Czechia,2000,1936861.0,1936861.0,86836240.0,18134412.0,18191636.0,246.71695,291.31522,90.27807,87.22675,2.189216,94.429085,2.443817,78.23045
Czechia,2001,1628836.0,1628836.0,84798010.0,19299964.0,19282560.0,242.13039,294.7865,89.73611,93.413994,1.5762229,99.91982,2.4413176,76.66397
Czechia,2002,1403479.0,1403479.0,82675704.0,18538868.0,19253430.0,237.63068,282.084,87.24154,90.2725,1.4834894,96.75073,3.554485,71.4079
Czechia,2003,1484852.0,1484852.0,83968216.0,18973730.0,21058996.0,241.5218,283.6,84.78433,91.20475,1.6950611,103.53131,4.323318,66.49354
Czechia,2004,1626764.0,1626764.0,83408024.0,19119760.0,22039038.0,241.88832,272.2294,84.60133,90.57324,2.1002321,114.08501,4.05368,65.30612
Czechia,2005,1624534.0,1624534.0,80604500.0,18759178.0,22600366.0,233.69691,274.1188,85.14584,89.590996,1.9926229,119.157104,4.101049,65.99536
Czechia,2006,1748455.0,1748455.0,81884590.0,18415320.0,22392304.0,241.97527,277.50995,84.57718,88.312744,1.9051414,117.510414,3.543554,64.65455
Czechia,2007,2043081.0,2043081.0,83627750.0,17459442.0,23081176.0,241.51474,276.84055,84.47356,84.1855,2.1196344,116.69226,3.3249285,66.28689
Czechia,2008,1996149.0,1996149.0,78659590.0,17297586.0,22921518.0,229.0496,264.99173,83.66316,83.428246,2.0738063,117.231865,3.2775595,63.65274
Czechia,2009,1566075.0,1566075.0,73286740.0,16315277.0,21994822.0,211.57613,242.52396,81.956085,79.1335,2.3494174,113.17898,2.8275557,60.962765
Czechia,2010,1469000.0,1469000.0,74553850.0,18398414.0,21155192.0,218.38116,242.34268,81.59334,93.84875,2.620746,106.87343,2.3885956,60.20887
Czechia,2011,1664531.0,1664531.0,73749320.0,16824748.0,20920724.0,214.98866,244.40384,80.17543,79.1905,2.4495933,108.28204,2.0515323,59.00277
Czechia,2012,1517150.0,1517150.0,70767880.0,16624001.0,20422022.0,206.14917,235.90388,78.652664,79.7365,2.7662466,106.93589,2.0005171,55.659504
Czechia,2013,1331788.0,1331788.0,66869948.0,16826168.0,19776990.0,196.5045,206.75829,77.37938,80.78675,2.6630883,102.03872,1.9950514,53.381443
Czechia,2014,1482727.0,1482727.0,64905264.0,15112634.0,20822478.0,190.43582,197.64938,77.1582,71.898,2.7409513,107.97657,1.9950514,53.518475
Czechia,2015,1558164.0,1558164.0,64321670.0,15908674.0,21340024.0,189.86116,196.75517,78.6318,75.3945,2.6491847,104.87653,1.8857336,56.055283
Czechia,2016,1697599.0,1697599.0,64727904.0,17008452.0,21385194.0,191.26581,187.35567,79.96535,81.59975,2.3381493,98.47254,1.5559578,59.158535
Denmark,1990,774722.0,774722.0,24005216.0,4350079.0,23186904.0,70.83368,0.0,98.733505,21.048075,32.703224,107.52145,68.57663,96.80031
Denmark,1991,992554.0,992554.0,32569900.0,4917128.0,24286582.0,96.074265,0.0,98.54123,24.295813,41.088234,109.08682,80.47836,97.0919
Denmark,1992,1129344.0,1129344.0,27133132.0,5167024.0,23621030.0,80.024864,0.0,97.95914,25.546211,42.798996,108.11384,89.22337,95.55556
Denmark,1993,1142756.0,1142756.0,28451488.0,5850921.0,23997798.0,83.944176,0.0,97.63801,28.707317,46.9529,113.18888,95.21384,95.233864
Denmark,1994,1167538.0,1167538.0,30577564.0,6545733.0,25164704.0,90.27089,0.0,97.86786,32.078045,50.87366,120.41808,104.84857,95.69093
Denmark,1995,1242614.0,1242614.0,25600004.0,7573576.0,26024278.0,75.46009,0.0,97.686676,37.144203,55.085052,125.37967,105.415306,94.91525
Denmark,1996,1312744.0,1312744.0,35136788.0,8908554.0,28364088.0,103.72331,0.0,97.81227,43.754944,66.93522,136.06866,118.206764,96.10341
Denmark,1997,1311560.0,1311560.0,26150118.0,9375399.0,27142512.0,77.10806,0.0,96.61911,45.71891,81.939125,131.27933,130.35226,93.36203
Denmark,1998,1389830.0,1389830.0,22219104.0,10186238.0,26393194.0,65.53156,0.0,95.324234,49.29798,78.867,126.99976,134.88626,90.395905
Denmark,1999,1354876.0,1354876.0,18672010.0,10710983.0,26257884.0,55.05293,0.0,94.61094,51.693676,80.85002,126.042534,169.45795,88.68801
Denmark,2000,1385260.0,1385260.0,15657394.0,10640030.0,25365924.0,46.182728,0.0,92.90433,51.01935,84.994865,122.534676,206.29353,84.46304
Denmark,2001,1387852.0,1387852.0,16557831.0,11104583.0,25608222.0,48.81576,0.0,92.59749,53.31487,87.38349,117.52588,197.22864,84.41662
Denmark,2002,1416300.0,1416300.0,16537388.0,11096416.0,25319642.0,48.873913,0.0,91.41305,53.817955,87.570564,113.733505,210.26389,82.63428
Denmark,2003,1329911.0,1329911.0,22573276.0,11214445.0,24394454.0,66.68293,0.0,90.53721,54.409176,82.93448,109.988304,208.56364,82.445076
Denmark,2004,1458926.0,1458926.0,17281042.0,11153823.0,24072306.0,51.11385,0.0,88.27088,54.15029,98.32064,108.04399,221.63766,76.31709
Denmark,2005,1363377.0,1363377.0,14601613.0,10690061.0,23885672.0,43.05212,0.0,87.19587,52.00558,109.13009,103.39927,215.35074,72.838135
Denmark,2006,1395466.0,1395466.0,22005606.0,10882100.0,24230828.0,64.73512,0.0,89.14885,52.982906,108.42959,106.54708,195.8336,79.77553
Denmark,2007,1407086.0,1407086.0,18421878.0,9738139.0,24168894.0,54.23582,0.0,87.2845,47.48961,96.1517,106.56479,176.41371,73.68421
Denmark,2008,1154749.0,1154749.0,16133722.0,9826283.0,23316720.0,47.65927,0.0,86.91958,47.7161,104.90115,101.60297,163.23248,72.3136
Denmark,2009,764407.0,764407.0,15784477.0,9411799.0,22295518.0,46.800316,0.0,86.23265,45.82792,87.56751,92.40722,150.0611,72.22069
Denmark,2010,672224.0,672224.0,15351008.0,10554855.0,21945792.0,45.47204,0.0,83.88311,51.839787,85.35939,93.889694,141.38098,67.92258
Denmark,2011,861805.0,861805.0,12914962.0,8971734.0,20915118.0,37.835083,0.0,80.14648,43.473644,68.57123,90.32733,127.23942,59.64113
Denmark,2012,871083.0,871083.0,10078159.0,8404001.0,19952408.0,29.658981,0.0,77.32845,40.60289,59.911945,83.77038,116.0673,51.455677
Denmark,2013,867063.0,867063.0,12754866.0,7929383.0,19574290.0,37.670876,0.0,76.88659,38.297825,49.73585,83.788956,100.9822,53.886158
Denmark,2014,887302.0,887302.0,10143308.0,6809819.0,19084706.0,29.857864,0.0,73.29478,32.894382,48.006546,83.83874,94.55666,43.851433
Denmark,2015,931502.0,931502.0,7242452.0,6904703.0,19471120.0,21.238243,0.0,71.40168,33.092525,47.93545,84.774925,89.43252,34.22516
Denmark,2016,1095455.0,1095455.0,8413077.0,7008985.0,19751434.0,24.577396,0.0,72.545364,33.65253,47.001026,85.293076,80.53047,39.50658
Ecuador,2000,1256407.0,1256407.0,0.0,472571.0,17323942.0,0.016110389,0.0,78.38608,3.26803,1.885335,78.33835,251.12022,28.490028
Ecuador,2001,1296681.0,1296681.0,0.0,479907.0,19646870.0,0.020834971,0.0,80.30765,3.32618,2.1546686,81.36386,254.79749,36.247726
Ecuador,2002,1318263.0,1318263.0,0.0,476320.0,21232880.0,0.022496028,0.0,78.904816,1.3242072,1.3466678,80.800606,245.08144,36.917866
Ecuador,2003,1347796.0,1347796.0,0.0,930528.0,22871198.0,0.8815003,0.0,80.46655,2.3108554,2.020002,82.590965,261.2883,38.066204
Ecuador,2004,1492534.0,1492534.0,0.0,1135840.0,24658720.0,0.02098511,0.0,81.26509,5.378899,2.2893355,87.28777,329.50937,42.65625
Ecuador,2005,1570010.0,1570010.0,0.0,894126.0,26006608.0,0.024508944,0.0,83.4034,5.522699,3.5013363,95.14137,332.34912,45.965187
Ecuador,2006,1737063.0,1737063.0,0.0,956425.0,24918360.0,0.062975556,0.0,83.74839,6.0344195,3.77067,100.837296,334.6428,49.715908
Ecuador,2007,1834364.0,1834364.0,0.0,1022256.0,29312000.0,0.025139555,0.0,80.442726,5.4683084,3.7033367,102.50297,319.31387,48.0
Ecuador,2008,2221556.0,2221556.0,0.0,930772.0,24914642.0,0.2895472,0.0,77.38248,4.9879146,3.0084558,105.60009,316.20746,39.426716
Ecuador,2009,2110099.0,2110099.0,0.0,1099076.0,27975136.0,0.06921278,0.0,81.070755,5.878689,3.2379694,107.393166,303.71646,49.614536
Ecuador,2010,2087563.0,2087563.0,0.0,1157702.0,30334714.0,0.11599944,0.0,84.044205,6.189022,3.6098983,124.126724,303.7297,55.870235
Ecuador,2011,2238632.0,2238632.0,0.0,1047904.0,32877072.0,0.108782776,0.0,80.7874,5.6075635,2.6363196,127.295494,311.79193,46.010765
Ecuador,2012,2353350.0,2353350.0,0.0,1399648.0,32151600.0,0.13059416,0.0,80.1421,7.489686,5.6555076,131.77362,315.15106,46.59041
Ecuador,2013,2612421.0,2612421.0,0.0,1590176.0,33961616.0,0.14639612,0.0,82.60529,8.511817,5.63363,139.62585,328.46353,52.374783
Ecuador,2014,2602494.0,2602494.0,0.0,1630480.0,37610960.0,0.13852888,0.0,82.69505,8.725521,6.322792,147.06836,346.92267,52.459694
Ecuador,2015,2310700.0,2310700.0,0.0,1535077.0,35442330.0,0.14999388,0.0,80.31029,8.210332,5.436726,142.66006,338.5331,48.896633
Ecuador,2016,2188461.0,2188461.0,0.0,1652464.0,33477966.0,0.08799222,0.0,76.30156,8.8630905,5.9836755,134.04097,342.77148,40.02209
Egypt,1985,2786977.0,2786977.0,2275344.0,6880992.0,51863920.0,8.659639,0.0,91.77419,47.45125,47.45125,245.688,524.1292,69.76217
Egypt,1986,3681362.0,3681362.0,2762656.0,8042480.5,59906400.0,8.706916,0.0,92.111565,54.67,54.67,246.40952,478.40002,72.36068
Egypt,1987,4220753.0,4220753.0,2923872.0,9984400.0,57484496.0,9.210785,0.0,92.562965,60.445,60.445,260.4517,537.87585,74.84329
Egypt,1988,4715462.0,4715462.0,2583120.0,11523280.0,55487616.0,10.068685,0.0,92.78559,66.604996,66.604996,259.0959,514.44147,77.19341
Egypt,1989,5999878.0,5999878.0,2832128.0,12310415.0,50762144.0,10.304738,0.0,92.64605,74.4975,74.4975,268.61252,517.77924,76.64135
Egypt,1990,6767030.0,6767030.0,3360051.0,13015159.0,52075296.0,8.828414,0.0,92.47913,77.67375,77.67375,275.39038,529.1534,76.27555
Egypt,1991,7855327.0,7855327.0,2696577.0,14904449.0,51839490.0,9.086647,0.0,92.60366,87.395004,87.395004,270.62952,528.21136,77.08661
Egypt,1992,8099836.5,8099836.5,2590448.0,16117935.0,53131664.0,9.308141,0.0,92.619316,94.5175,94.5175,259.8219,534.80554,78.21593
Egypt,1993,7595612.0,7595612.0,3414848.0,18510528.0,62756990.0,11.212319,0.0,92.40457,108.666245,108.666245,243.19084,552.739,78.40576
Egypt,1994,7615149.0,7615149.0,3693152.0,20158456.0,53089064.0,12.06716,0.0,92.32321,115.5,116.4625,253.93777,540.76013,77.90319
Egypt,1995,8324728.0,8324728.0,2451216.0,26010736.0,58103710.0,8.074232,0.0,92.441055,121.274994,120.31249,275.37674,541.8185,77.90413
Egypt,1996,8780030.0,8780030.0,3429504.0,27707168.0,53651950.0,11.097345,0.0,92.638245,125.125,128.0125,291.0964,524.28046,78.56262
Egypt,1997,9215368.0,9215368.0,2850689.0,25062612.0,70384170.0,9.392377,0.0,92.75615,128.97499,130.9,307.32626,509.30096,79.27057
Egypt,1998,9787051.0,9787051.0,2791968.0,26292864.0,82593890.0,9.240117,0.0,92.845825,131.8625,134.75,323.41177,499.64807,80.0575
Egypt,1999,10824573.0,10824573.0,2506250.0,31624912.0,79540450.0,8.399267,0.29447114,92.59086,157.85,161.7,330.8606,481.02844,79.53385
Egypt,2000,11168062.0,11168062.0,3143712.0,40718030.0,85319900.0,10.1112385,0.43793142,92.58393,192.5,202.12498,323.75937,452.60547,80.55101
Egypt,2001,11750649.0,11750649.0,2748081.0,43361050.0,66433936.0,8.8946705,0.2793699,92.77409,235.8125,242.54999,305.73434,437.2891,81.92294
Egypt,2002,12722333.0,12722333.0,2956848.0,52970450.0,57132750.0,9.542124,0.2793699,93.204216,255.06248,262.7625,304.1684,433.1078,83.53241
Egypt,2003,11894622.0,11894622.0,3063028.0,58212180.0,73292830.0,9.894048,0.2793699,94.0623,285.8625,289.7125,311.87805,431.15292,85.6492
Egypt,2004,12688957.0,12688957.0,3191422.0,57625136.0,75637800.0,10.112517,0.24916793,94.36536,305.1125,317.625,328.39752,405.19684,86.43257
Egypt,2005,14145180.0,14145180.0,3066700.0,68621544.0,79210264.0,9.894048,0.18876348,94.614296,304.14996,409.0625,347.70404,385.7355,87.469025
Egypt,2006,15568840.0,15568840.0,2927536.0,73833260.0,83689420.0,9.899571,0.18876348,94.82769,351.31247,526.4875,337.3307,385.67053,88.00824
Egypt,2007,17099520.0,17099520.0,2916544.0,81128290.0,84762980.0,8.999108,0.18876348,94.63685,369.215,536.01624,364.28705,393.21033,87.58552
Egypt,2008,16194948.0,16194948.0,2854203.0,83310490.0,92404370.0,8.098236,0.18876348,94.58576,393.085,567.5862,385.61722,403.03033,87.554344
Egypt,2009,19973336.0,19973336.0,2689376.0,81787810.0,98719150.0,7.197784,0.5209872,95.19941,409.44748,603.39124,403.6607,410.0738,88.969986
Egypt,2010,20513682.0,20513682.0,4125589.0,81947540.0,94254690.0,5.396436,0.28692052,95.538284,434.18375,590.20496,415.5942,407.3989,90.0367
Egypt,2011,20098378.0,20098378.0,1700067.0,92679290.0,98548910.0,5.126364,0.067954816,95.66846,477.5925,591.43274,414.72696,402.38626,90.1578
Egypt,2012,20971306.0,20971306.0,1802688.0,92919040.0,93025300.0,4.541817,0.15856123,95.81971,506.37125,585.9818,423.53558,403.86438,90.86834
Egypt,2013,20210144.0,20210144.0,1700126.0,90399784.0,94639100.0,4.4871445,0.022645151,95.822815,495.01373,539.6484,428.20206,399.61905,91.004364
Egypt,2014,20759918.0,20759918.0,1494912.0,81699870.0,117713330.0,4.5240703,0.0,95.818344,462.18747,469.61047,449.2033,408.6805,91.380516
Egypt,2015,21648474.0,21648474.0,1344688.0,84151090.0,112023140.0,9.319224,0.0,95.67115,460.18768,425.90625,460.1491,412.06253,91.415054
Egypt,2016,22819754.0,22819754.0,1608496.0,94824320.0,114870060.0,14.169939,0.0,95.86853,493.5411,402.5175,475.50006,393.50104,91.58829
Estonia,1992,315369.0,315369.0,17795902.0,1605114.0,4637363.0,53.468693,0.0,100.0,8.34525,0.0,19.574043,0.0,100.0
Estonia,1993,228119.0,228119.0,13589430.0,801902.0,4798930.0,42.701996,0.0,100.0,4.1365,0.0,20.748428,0.0,100.0
Estonia,1994,330055.0,330055.0,14118098.0,1118212.0,4459621.0,43.683094,0.0,100.0,5.9407496,0.0,18.914959,0.0,100.0
Estonia,1995,347898.0,347898.0,12915791.0,1283550.0,3493974.0,40.507942,0.0,99.96919,6.7745,0.0,14.864138,0.0,99.88493
Estonia,1996,361466.0,361466.0,13451013.0,1420180.0,3790963.0,42.438255,0.0,99.97582,7.4709997,0.0,16.087318,0.0,100.0
Estonia,1997,396068.0,396068.0,13191434.0,1391068.0,3680666.0,41.945976,0.0,99.96073,7.2595,0.0,15.79654,0.0,99.89154
Estonia,1998,403515.0,403515.0,11500326.0,1332149.0,3647267.0,35.542328,0.0,99.934326,6.89,0.0,15.860497,0.0,99.88304
Estonia,1999,361043.0,361043.0,10920884.0,1278317.0,3325431.0,32.17135,0.0,99.900764,6.6975,0.0,14.814796,0.0,99.879074
Estonia,2000,373718.0,373718.0,10850624.0,1482890.0,2728869.0,34.268295,0.0,99.65694,7.6992497,0.0,13.329059,0.0,99.88249
Estonia,2001,379768.0,379768.0,10679061.0,1592945.0,3181723.0,34.071384,0.0,99.841,8.2625,0.0,15.416941,0.0,99.764435
Estonia,2002,356321.0,356321.0,10381617.0,1346789.0,3232113.0,33.307957,0.0,99.81492,6.9284997,0.0,17.262798,0.0,99.6483
Estonia,2003,335282.0,335282.0,12171635.0,1528341.0,3173868.0,38.57416,0.0,99.78064,7.9087496,0.0,16.203379,0.0,99.507866
Estonia,2004,364802.0,364802.0,12012404.0,1726583.0,3173284.0,38.464703,0.0,99.71076,9.008,0.0,16.443972,0.0,99.41804
Estonia,2005,372883.0,372883.0,11744938.0,1726637.0,3204363.0,38.0906,0.0,99.49898,9.30025,0.0,16.752337,0.0,98.92157
Estonia,2006,413696.0,413696.0,11047223.0,1717448.0,3213697.0,36.387783,0.0,99.388466,9.39875,0.0,17.505255,0.0,98.66394
Estonia,2007,596716.0,596716.0,14258387.0,1711340.0,3322243.0,45.288357,0.0,99.40309,9.342999,0.0,18.683674,0.0,98.85057
Estonia,2008,602722.0,602722.0,12321859.0,1655856.0,3195340.0,40.482048,0.0,99.084854,8.9609995,0.0,17.789972,0.0,98.10964
Estonia,2009,257000.0,257000.0,10021534.0,1199498.0,2913639.0,34.96647,0.0,97.17899,6.10725,0.0,15.987167,0.0,93.84966
Estonia,2010,310433.0,310433.0,14262001.0,1301368.0,3064158.0,46.82532,0.0,95.48668,6.542,0.0,16.479925,0.0,91.904396
Estonia,2011,416119.0,416119.0,14181459.0,1164349.0,3154388.0,47.39325,0.0,94.99744,5.85325,0.0,16.066843,0.0,90.84561
Estonia,2012,407444.0,407444.0,12602224.0,1253946.0,3239483.0,43.54446,0.0,93.813446,6.343,0.0,19.049244,0.0,87.70903
Estonia,2013,399050.0,399050.0,14532069.0,1194025.0,3233883.0,48.425804,0.0,95.12408,6.4535,0.0,18.806301,0.0,90.73795
Estonia,2014,421884.0,421884.0,14071926.0,1007673.0,3275715.0,47.36029,0.0,94.17675,5.0655003,0.0,17.413538,0.0,88.83534
Estonia,2015,205612.0,205612.0,11270703.0,903355.0,3378026.0,41.96262,0.0,93.099846,4.541,0.0,17.381447,0.0,84.63055
Estonia,2016,185181.0,185181.0,12763332.0,990819.0,3483782.0,44.06444,0.0,93.268875,4.9807496,0.0,16.95469,0.0,86.93509
Finland,1990,729179.0,729179.0,22132172.0,5152699.0,27658390.0,61.2875,0.0,68.106316,25.21,0.0,133.65544,0.0,35.172924
Finland,1991,568881.0,568881.0,21387946.0,5383488.0,26807888.0,61.211662,0.0,66.63859,26.57,0.0,132.63072,0.0,34.93789
Finland,1992,473455.0,473455.0,20677502.0,5574686.0,26654036.0,55.71361,0.0,65.077484,27.59,0.0,131.24066,0.0,31.854418
Finland,1993,361323.0,361323.0,23400952.0,5821906.0,25604586.0,63.688885,0.0,65.28613,28.51,0.0,124.88457,0.0,35.522438
Finland,1994,363592.0,363592.0,27592914.0,6295186.0,26406586.0,77.55639,0.0,68.30336,31.47,0.0,129.39041,0.0,42.548
Finland,1995,377933.0,377933.0,24657224.0,6509389.0,25591386.0,68.604996,0.0,65.77563,32.68,0.0,117.56854,0.0,39.421875
Finland,1996,381418.0,381418.0,29756914.0,6789206.0,26030904.0,81.74694,0.0,68.58293,34.18944,0.0,122.37473,0.0,46.270382
Finland,1997,449988.0,449988.0,28497054.0,6646320.0,26015314.0,77.428055,0.0,65.738754,33.638332,0.0,120.58437,0.0,40.61641
Finland,1998,447847.0,447847.0,23717738.0,7591452.0,26571284.0,63.53889,0.0,62.55851,38.53639,0.0,125.79058,0.0,34.032234
Finland,1999,478644.0,478644.0,23035388.0,7570899.0,26721750.0,61.56555,0.0,63.649685,38.579998,0.0,127.17879,0.0,36.38721
Finland,2000,504844.0,504844.0,21985086.0,7715642.0,25820334.0,58.32722,0.0,62.421852,39.41,0.0,126.42577,0.0,34.457623
Finland,2001,503631.0,503631.0,26124798.0,8389914.0,26442920.0,70.48917,0.0,64.674034,42.76,0.0,124.035736,0.0,40.483547
Finland,2002,484866.0,484866.0,28304616.0,8339675.0,26804680.0,76.5911,0.0,66.70176,42.46,0.0,126.92369,0.0,43.766685
Finland,2003,466621.0,466621.0,35015230.0,9230008.0,26923260.0,95.59249,0.0,69.27657,47.0,0.0,130.99988,0.0,50.415283
Finland,2004,528846.0,528846.0,31638394.0,8868933.0,26911368.0,85.87945,0.0,64.40695,45.28,0.0,122.12344,0.0,43.674282
Finland,2005,542212.0,542212.0,21033492.0,8121680.5,26355422.0,55.168888,0.0,62.446804,41.43,0.0,126.678185,0.0,33.77268
Finland,2006,573898.0,573898.0,31583716.0,8687145.0,26451148.0,86.153885,0.0,66.04336,44.28,0.0,122.85048,0.0,44.865715
Finland,2007,605468.0,605468.0,30346900.0,8117465.0,26643972.0,81.35305,0.0,64.42119,40.96,0.0,123.89983,0.0,41.18517
Finland,2008,619774.0,619774.0,23673436.0,8358989.5,24938976.0,62.04361,0.0,60.703133,41.880554,0.0,119.764175,0.0,34.414997
Finland,2009,385280.0,385280.0,22894008.0,7498499.0,24191058.0,62.48972,0.0,62.322998,37.38,0.0,112.83101,0.0,37.232864
Finland,2010,525706.0,525706.0,29140654.0,8272518.0,25126480.0,78.925,0.0,63.937336,41.3,0.0,117.16832,0.0,41.741074
Finland,2011,557828.0,557828.0,24079056.0,7252439.0,23762008.0,64.1175,0.0,61.39235,36.12,0.0,114.58838,0.0,35.55102
Finland,2012,497163.0,497163.0,19592370.0,6461460.0,23667976.0,52.501667,0.0,57.129963,31.945,0.0,110.05728,0.0,26.785967
Finland,2013,481772.0,481772.0,21357852.0,6063780.0,22838264.0,58.041386,0.0,59.171856,29.706667,0.0,114.501656,0.0,30.900925
Finland,2014,468797.0,468797.0,19324886.0,5392439.0,21541550.0,52.02472,0.0,56.58437,26.556667,0.0,108.04683,0.0,26.784142
Finland,2015,462146.0,462146.0,16840672.0,4723470.0,21382022.0,44.405,0.0,53.474342,22.87861,0.0,108.589935,0.0,21.614925
Finland,2016,553242.0,553242.0,18658284.0,4207121.0,22937882.0,50.921112,0.0,55.46419,20.076668,0.0,114.29884,0.0,22.021818
France,1985,10224460.0,10224460.0,97002520.0,56699548.0,241211230.0,283.65567,139.4992,65.74969,285.79147,58.127052,1012.84247,39.39968,14.996572
France,1986,10108146.0,10108146.0,79504440.0,56659452.0,244012980.0,234.46078,134.74658,63.053596,287.41525,45.75347,1033.2645,44.27642,10.863495
France,1987,10042295.0,10042295.0,74479920.0,54366176.0,248816700.0,213.4105,121.73189,61.485725,290.81598,42.45086,1040.2767,46.479088,9.433366
France,1988,10684033.0,10684033.0,76672510.0,54638296.0,243550020.0,208.40959,106.41377,60.175926,289.36124,35.002598,1034.0203,47.865322,8.440215
France,1989,11222542.0,11222542.0,80728230.0,55634680.0,252034110.0,226.9013,103.56051,60.96876,283.14777,33.675568,1061.6738,46.477802,11.636902
France,1990,10937299.0,10937299.0,80380010.0,58983510.0,233805100.0,220.8537,90.48512,60.24618,302.7535,32.559444,1077.6477,43.494843,11.378714
France,1991,10386081.0,10386081.0,85957170.0,66654816.0,245466240.0,235.0423,86.391106,60.45459,331.66623,36.817142,1141.2318,41.76862,13.449838
France,1992,9343435.0,9343435.0,77898024.0,67699680.0,243950980.0,207.2466,79.59738,58.890797,330.99,36.00367,1139.4677,42.66527,11.006673
France,1993,8591869.0,8591869.0,63045108.0,67880980.0,240187540.0,169.3328,73.19069,56.36549,338.51474,37.301655,1098.2133,40.663593,7.394193
France,1994,8775433.0,8775433.0,61754336.0,67454730.0,234380030.0,166.5416,64.4766,55.139774,323.15024,38.5014,1062.0352,41.38837,7.1208014
France,1995,8635400.0,8635400.0,62892796.0,68613230.0,237055660.0,170.4958,61.38852,55.02205,343.97824,36.122654,1070.6969,37.212368,7.8707013
France,1996,8435577.0,8435577.0,65256400.0,75741000.0,244138510.0,181.6606,60.841217,55.384247,380.14648,31.11996,1093.0751,32.846436,8.536993
