Entity,Year,Annual CO₂ emissions from cement_x,Annual CO₂ emissions from cement_y,Annual CO₂ emissions from coal,Annual CO₂ emissions from gas,Annual CO₂ emissions from oil,Coal consumption - TWh,Coal production (TWh),Fossil fuels (% equivalent primary energy),Gas consumption - TWh,Gas production (TWh),Oil consumption - TWh,Oil production (TWh),Fossil fuels - % electricity
Algeria,2000,3789426.0,3789426.0,1960240.0,38534290.0,26827808.0,5.6405497,0.0,99.94677,191.01292,918.8863,103.13248,776.73285,99.803154
Algeria,2001,3765771.0,3765771.0,2095808.0,41029470.0,28458288.0,6.5127997,0.0,99.934784,197.32211,864.72534,106.77533,764.68414,99.73704
Algeria,2002,4057716.8,4057716.8,2608768.0,44653170.0,29495200.0,8.54805,0.0,99.948326,194.83887,889.41583,118.397224,824.4972,99.783005
Algeria,2003,4032067.8,4032067.8,2788304.0,44026624.0,31942752.0,7.0477796,0.0,99.7719,205.93167,938.57587,123.17411,918.8281,99.120735
Algeria,2004,4896735.0,4896735.0,1923600.0,41209010.0,32818448.0,8.408489,0.0,99.79321,211.89917,920.5493,128.74683,971.6982,99.2
Algeria,2005,5661540.0,5661540.0,2363280.0,61210784.0,31052400.0,6.9082203,0.0,99.56588,223.55986,849.1175,134.21338,1005.2701,98.37806
Algeria,2006,6540025.0,6540025.0,2700368.0,49306450.0,35233024.0,10.25766,0.0,99.83672,228.4975,812.9949,139.84572,1002.5293,99.37553
Algeria,2007,7000746.0,7000746.0,3011808.0,51076160.0,38321776.0,8.80391,0.0,99.840096,233.80681,816.45984,156.39,1005.7857,99.40845
Algeria,2008,7583376.0,7583376.0,3008246.0,51550560.0,37363070.0,8.80391,0.0,99.81225,244.04187,826.0078,169.9159,985.77057,99.304
Algeria,2009,8220337.0,8220337.0,1593840.0,54894050.0,44891330.0,5.65218,0.0,99.78721,262.1176,765.6687,180.13441,898.23145,99.22078
Algeria,2010,8252310.0,8252310.0,1216486.0,53367830.0,45365410.0,3.6053,0.0,99.884865,253.27225,773.9655,181.61191,858.0033,99.62825
Algeria,2011,8187219.5,8187219.5,1047871.94,56720636.0,46919740.0,3.1982498,0.0,99.76474,267.9696,795.9875,192.22765,833.5803,99.02382
Algeria,2012,7696658.0,7696658.0,1036882.06,64114496.0,48539276.0,3.3959599,0.0,99.77547,298.74075,784.4375,204.39526,781.67554,98.91986
Algeria,2013,7298420.0,7298420.0,725472.0,65450036.0,51918880.0,1.83754,0.0,99.935234,321.21512,793.38873,213.57639,753.43787,99.44899
Algeria,2014,7667871.0,7667871.0,545922.0,73831360.0,52884812.0,2.08177,0.0,99.88249,360.91824,801.724,221.92514,799.80676,99.611015
Algeria,2015,8062013.5,8062013.5,501968.03,78768670.0,55590210.0,1.5467899,0.0,99.90318,379.225,814.1113,236.14848,781.8267,99.68043
Algeria,2016,9105100.0,9105100.0,0.0,78677070.0,54626576.0,0.56987,0.0,99.854195,385.9625,913.9226,229.56384,795.6897,99.521385
Argentina,1985,2324940.0,2324940.0,2773547.0,28808982.0,60435480.0,10.599606,2.627868,83.84299,155.69725,135.08025,237.50685,280.96475,41.419544
Argentina,1986,2789169.0,2789169.0,3392864.0,30964464.0,62200064.0,12.109348,2.3913596,84.51769,168.2425,150.83475,249.74571,265.96246,45.197803
Argentina,1987,3169197.0,3169197.0,3777584.0,36698624.0,66453964.0,13.439672,2.4504867,84.30385,168.33974,147.33376,266.5798,262.51917,45.345196
Argentina,1988,3046641.0,3046641.0,4023193.0,42232540.0,66232460.0,13.772349,3.3636708,88.54056,196.6395,174.661,268.36047,275.8608,59.597527
Argentina,1989,2252950.0,2252950.0,4143983.8,44609200.0,59752510.0,14.902768,3.3768103,89.71474,206.55899,184.67775,246.34749,281.7945,63.709454
Argentina,1990,1822000.0,1822000.0,3070432.0,43213216.0,59188256.0,12.266131,1.813229,85.68047,197.32025,173.494,229.97305,295.82712,49.90442
Argentina,1991,2196000.0,2196000.0,2689376.0,47283920.0,61232770.0,10.794012,1.9183435,86.6977,200.91849,193.81924,240.28345,301.00766,54.799755
Argentina,1992,2495000.0,2495000.0,2802960.0,48302510.0,63632690.0,12.168163,1.3270733,86.20113,217.25648,195.37524,252.70636,337.74042,52.20377
Argentina,1993,2761000.0,2761000.0,2301136.0,40808516.0,67154330.0,8.069987,1.1037045,83.97837,229.41273,209.282,247.78004,361.31885,48.27552
Argentina,1994,3050000.0,3050000.0,3561301.0,42676988.0,67203064.0,7.065107,2.2796755,82.855446,235.83125,216.57574,261.49545,401.36295,45.143917
Argentina,1995,2621000.0,2621000.0,3700747.0,53195484.0,62835748.0,7.414152,2.0037491,84.27329,262.47775,243.22224,259.54364,435.6241,49.120033
Argentina,1996,2422000.0,2422000.0,3099659.0,57541548.0,65920892.0,7.766816,2.0365975,86.55454,301.18326,281.34424,259.82446,474.6901,56.030098
Argentina,1997,3169000.0,3169000.0,2777312.0,61503904.0,66867996.0,6.1277137,1.648987,84.08795,277.55148,266.2705,275.29974,504.57437,49.855396
Argentina,1998,3283000.0,3283000.0,2839600.0,61613824.0,69575700.0,8.23741,1.9052044,85.44613,296.70972,287.76273,283.28546,512.04645,53.7695
Argentina,1999,3290000.0,3290000.0,2154486.0,67620810.0,72724890.0,9.885469,2.2074091,87.87863,314.701,336.19324,287.10687,484.84152,63.99072
Argentina,2000,2771000.0,2771000.0,1656171.0,69438260.0,67434000.0,7.512647,1.7015444,85.20856,322.96722,363.81223,264.93796,480.87112,60.463024
Argentina,2001,2481000.0,2481000.0,1289728.0,64808830.0,64336176.0,6.1568522,1.2219585,81.148125,302.35025,361.1865,245.34851,510.89627,51.131573
Argentina,2002,1729000.0,1729000.0,1099232.0,62619610.0,57497184.0,4.5862966,0.30220482,81.26085,294.37573,351.16974,232.86867,503.27728,50.11231
Argentina,2003,2280000.0,2280000.0,1989552.0,69070060.0,59356800.0,5.593865,0.58470076,82.59188,336.2905,399.11398,237.5023,501.18347,54.024113
Argentina,2004,2701000.0,2701000.0,2198349.0,82910710.0,67811730.0,9.519818,0.3350532,84.89297,368.09125,436.45798,254.68643,477.1305,60.831837
Argentina,2005,3241000.0,3241000.0,3268288.0,81967340.0,71799740.0,10.961645,0.16424188,84.82098,392.89,443.75174,266.6645,457.86237,60.20804
Argentina,2006,3764000.0,3764000.0,3865520.0,83868960.0,81912380.0,9.9238205,0.92632335,84.0118,406.505,448.32248,281.325,458.60773,58.68818
Argentina,2007,3998000.0,3998000.0,3660336.0,87177550.0,77951600.0,14.36036,0.7226637,87.11315,427.12198,435.97174,312.6087,444.4343,65.11628
Argentina,2008,3990000.0,3990000.0,3876512.0,90119740.0,88657810.0,17.516068,1.057717,87.27977,431.88724,428.4835,316.19568,439.66977,67.32015
Argentina,2009,3810000.0,3810000.0,3231648.0,87994620.0,82381380.0,9.620937,0.5387129,85.62992,418.3556,403.0119,302.02786,395.9278,64.00425
Argentina,2010,4178000.0,4178000.0,3990096.0,86928400.0,90145390.0,13.472079,0.4270286,86.17743,420.87415,389.96994,327.43576,387.02927,66.68254
Argentina,2011,4586000.0,4586000.0,4722987.0,92587400.0,86908090.0,14.618645,0.59127015,87.222115,438.3979,377.17844,339.91183,362.6855,69.874115
Argentina,2012,4184000.0,4184000.0,5008688.0,95381250.0,85587380.0,13.669181,0.62411857,88.03826,456.64206,366.91202,360.51144,358.6779,72.51139
Argentina,2013,4581000.0,4581000.0,4840051.0,91338100.0,87487304.0,14.939302,0.54528266,87.40551,460.2769,345.5585,382.57983,351.06256,70.61312
Argentina,2014,4336000.0,4336000.0,5536412.0,92843900.0,84291960.0,15.891717,0.37447134,87.49812,461.54977,344.8588,379.9156,346.41473,71.091385
Argentina,2015,4571000.0,4571000.0,5466688.0,93534590.0,86954050.0,15.814129,0.22336891,87.28206,466.52567,354.91144,387.81003,349.43137,71.482605
Argentina,2016,4028999.8,4028999.8,4191696.2,96302760.0,84555740.0,12.188642,0.16627173,87.68365,482.1001,372.82358,375.905,332.97617,72.97867
Australia,1985,2891227.0,2891227.0,119255860.0,30147392.0,71909660.0,368.1389,1074.3456,95.13684,133.95262,133.95262,332.8008,356.8411,85.33957
Australia,1986,2907944.0,2907944.0,118774830.0,28091888.0,73946850.0,377.4861,1142.8596,95.20144,146.32928,146.32928,328.14703,318.80838,85.03401
Australia,1987,2877805.0,2877805.0,126142370.0,28971662.0,76351530.0,393.3611,1193.6675,95.46711,149.39459,149.39459,336.66992,338.87204,86.246735
Australia,1988,3135975.0,3135975.0,130359450.0,29685728.0,77207810.0,413.7639,1173.2935,95.35832,152.9934,152.99338,351.9731,321.6083,85.901215
Australia,1989,3379537.0,3379537.0,141140830.0,30345248.0,81436060.0,433.9583,1274.678,95.58005,166.87563,177.07564,366.51617,303.33276,86.97708
Australia,1990,3462872.0,3462872.0,141877120.0,34454816.0,88777064.0,444.34723,1334.6012,95.5406,167.75948,206.11147,374.88458,352.09924,89.5595
Australia,1991,3183033.0,3183033.0,146082830.0,32786244.0,88177110.0,453.2639,1384.4242,95.25994,160.82101,215.765,362.62082,332.76974,89.45298
Australia,1992,2923411.0,2923411.0,150048670.0,33970470.0,87848830.0,455.95834,1477.2352,95.26828,166.36957,233.33595,370.54694,327.94684,89.440796
Australia,1993,3004698.0,3004698.0,150095870.0,35670000.0,90317980.0,458.88885,1484.1,95.24057,172.49344,243.83902,382.0519,305.8865,89.425964
Australia,1994,3484276.0,3484276.0,151376240.0,37032004.0,91854050.0,468.2639,1516.9104,95.47281,191.56656,279.91214,395.58917,329.3391,89.912346
Australia,1995,3357750.0,3357750.0,155734560.0,39846604.0,96067800.0,484.16666,1591.8179,95.76028,193.4157,295.95966,427.7775,310.114,90.39024
Australia,1996,3243616.0,3243616.0,160388110.0,39780864.0,98664200.0,503.9583,1640.6821,95.763405,194.82663,296.33704,439.01538,326.40598,90.41199
Australia,1997,3184589.0,3184589.0,167683120.0,41089936.0,98381130.0,529.4583,1789.1143,95.854164,191.30504,296.37646,446.05783,346.43536,90.83093
Australia,1998,3475413.0,3475413.0,177614220.0,43506310.0,99141530.0,553.0833,1832.1017,95.96225,196.9532,302.7371,445.9702,328.0255,91.335785
Australia,1999,3519991.0,3519991.0,183231000.0,45564336.0,100809496.0,587.44305,1931.9178,95.991066,201.74052,307.1253,456.15396,319.4973,91.36847
Australia,2000,3620856.0,3620856.0,185796850.0,46609504.0,102650110.0,591.6619,1996.8198,96.01112,205.55078,311.92328,455.98157,431.37653,91.91071
Australia,2001,3540903.0,3540903.0,190082200.0,49326200.0,103173960.0,585.69135,2157.921,96.12924,221.69318,326.41318,457.08533,399.1475,92.30358
Australia,2002,3487738.0,3487738.0,191146660.0,50589116.0,105452250.0,598.8721,2224.0464,96.06856,228.14816,330.0116,461.9748,396.66782,91.968315
Australia,2003,3584016.0,3584016.0,195386030.0,49716830.0,109672984.0,616.0213,2299.0476,95.98503,229.94289,337.45224,460.25992,343.3505,91.74154
Australia,2004,3554645.0,3554645.0,202225440.0,52533588.0,113758710.0,641.92114,2388.8308,95.96344,234.53601,359.3031,471.29572,299.85922,91.54561
Australia,2005,3664127.0,3664127.0,200715380.0,54492210.0,116499380.0,638.2223,2501.2886,95.68645,232.58981,382.35278,478.70187,294.55624,91.020195
Australia,2006,3888062.0,3888062.0,204400540.0,55826404.0,117391850.0,655.49884,2556.8406,95.766594,259.4306,406.82227,493.64178,268.95715,91.11727
Australia,2007,3971547.0,3971547.0,203558740.0,61064320.0,119464420.0,649.8025,2640.8552,96.02327,290.19815,427.51184,506.2703,286.4461,91.65673
Australia,2008,3862908.0,3862908.0,204687580.0,61803308.0,122288024.0,677.2914,2720.6213,96.31867,285.34958,416.829,512.7159,285.7068,92.208
Australia,2009,3829017.0,3829017.0,206066480.0,63482204.0,122364170.0,654.86127,2822.8337,96.079735,291.36435,466.97592,504.14078,280.429,91.93278
Australia,2010,3548615.0,3548615.0,200552340.0,64632376.0,124550504.0,607.3943,2914.7896,95.687195,317.06424,526.25507,519.30676,286.53317,91.17026
Australia,2011,3495532.0,3495532.0,192140640.0,66867910.0,129801304.0,592.0622,2850.8132,94.31156,330.81964,544.51514,547.0603,249.01212,88.05603
Australia,2012,3518237.0,3518237.0,189154380.0,68090500.0,133681120.0,554.4683,3091.909,94.31181,332.84848,582.85803,561.41907,246.37004,87.92388
Australia,2013,3294420.0,3294420.0,176363100.0,69870376.0,137311410.0,526.2419,3323.7432,93.48784,350.00482,605.7658,578.03705,204.80865,85.76295
Australia,2014,3137567.0,3137567.0,168146430.0,70771540.0,137683970.0,521.88837,3559.4495,94.03342,375.67746,652.7442,575.4282,216.3719,86.77165
Australia,2015,3076156.0,3076156.0,174204750.0,71500660.0,137710960.0,540.4112,3555.7026,93.717804,389.9496,742.9768,570.5786,195.42087,85.90495
Australia,2016,2930855.0,2930855.0,179561650.0,73935860.0,137439790.0,540.06226,3563.0557,92.81448,379.52664,940.797,571.723,178.54611,83.83611
Australia,2017,3019062.0,3019062.0,176932460.0,75430860.0,139481260.0,521.52594,3473.3132,93.257034,372.84402,1102.9464,599.5797,161.66644,84.866974
Australia,2018,2941785.0,2941785.0,169393890.0,78468456.0,143690880.0,508.88223,3638.0376,91.72152,371.9078,1274.0186,610.1112,170.74864,81.156
Australia,2019,3039547.0,3039547.0,164947440.0,80661260.0,143064400.0,486.3916,3662.1016,91.1264,440.5704,1461.0238,604.19446,223.93333,79.21775
Australia,2020,2820162.0,2820162.0,156681280.0,83479520.0,135379680.0,468.04425,3372.4863,89.16546,424.92896,1458.6396,522.1557,222.27069,75.76352
Australia,2021,2900471.0,2900471.0,151542780.0,80159336.0,134686830.0,452.4409,3302.789,87.10485,399.08533,1482.2115,535.6966,214.22488,71.10861
Australia,2022,2900471.0,2900471.0,144105100.0,83499310.0,144456860.0,430.7635,3183.6519,85.54527,416.2641,1528.1534,574.04034,203.44319,66.78487
Austria,1990,2033412.0,2033412.0,18138662.0,11836384.0,28899520.0,47.640278,8.305634,71.091286,61.934902,13.292294,128.69968,14.636109,33.75279
Austria,1991,2004981.0,2004981.0,18699798.0,12501735.0,31407438.0,49.971664,7.0604672,72.41277,65.664185,13.883061,138.9047,17.214254,34.908295
Austria,1992,2105000.0,2105000.0,14385348.0,12518129.0,30151512.0,38.881744,5.3697944,68.96271,64.48223,15.064598,135.2269,15.276754,27.520546
Austria,1993,2031868.9,2031868.9,13274476.0,13022848.0,31265660.0,34.959053,5.127913,67.911934,67.812454,15.655368,136.3634,14.544847,25.842915
Austria,1994,2102255.0,2102255.0,13458520.0,13657767.0,30715774.0,35.454445,4.1507044,68.70369,69.75149,14.134138,135.236,13.854679,28.970163
Austria,1995,1631326.0,1631326.0,15425140.0,14900942.0,30853514.0,40.338642,3.9325655,68.48407,76.15716,15.460414,134.86182,15.081946,29.318802
Austria,1996,1634247.0,1634247.0,15068714.0,15796846.0,33777828.0,40.50991,3.3569202,71.04877,81.060875,15.563793,139.53622,14.351292,33.040222
Austria,1997,1760917.0,1760917.0,16156519.0,15301183.0,32852662.0,42.96797,3.594769,70.03649,78.12572,14.896176,141.73091,12.565607,31.96618
Austria,1998,1598674.0,1598674.0,13706640.0,15717576.0,34660084.0,37.829166,3.6600187,69.55824,80.20728,16.356586,147.17671,13.626324,30.078827
Austria,1999,1607357.0,1607357.0,13875562.0,16102196.0,32833272.0,37.68498,3.2432444,67.75152,81.92763,18.114754,144.65129,12.057965,29.085735
Austria,2000,1711556.0,1711556.0,15750776.0,15264249.0,32161328.0,42.470078,3.5734048,67.04498,78.20515,18.791454,141.74934,12.737303,27.162981
Austria,2001,1719922.0,1719922.0,16562075.0,16156013.0,34409244.0,43.878994,3.4562767,69.18333,82.881966,18.031467,153.68556,12.9451475,30.731388
Austria,2002,1735653.0,1735653.0,16735931.0,16069597.0,36056330.0,44.579712,4.0466523,69.67489,81.48537,19.572264,156.81978,13.379959,30.892298
Austria,2003,1754471.0,1754471.0,17941324.0,17267318.0,39081264.0,47.54769,3.3015182,74.85948,89.629715,21.768938,169.93642,12.915853,39.209934
Austria,2004,1790000.0,1790000.0,17766034.0,17662406.0,39099990.0,46.576305,0.67348677,72.36622,90.49233,20.61937,165.32832,13.057341,35.941795
Austria,2005,1797480.0,1797480.0,17862322.0,18701336.0,39393636.0,46.730534,0.0,72.07136,95.27706,18.150928,164.62627,11.751431,36.492153
Austria,2006,1954142.0,1954142.0,17866664.0,17498388.0,38133744.0,46.67483,0.0,71.42759,89.532005,20.972227,164.50961,12.167131,34.64073
Austria,2007,2130776.0,2130776.0,17455644.0,16495979.0,36624196.0,45.044926,0.0,69.033325,84.708954,20.543419,154.65794,12.468643,31.290783
Austria,2008,2132968.0,2132968.0,17028140.0,17436082.0,35480508.0,44.524986,0.0,68.67009,90.68554,17.024698,153.21024,12.224066,30.832558
Austria,2009,1798590.0,1798590.0,12832426.0,17035632.0,34415196.0,33.460773,0.0,65.68339,88.31914,17.330217,145.44965,12.30392,28.741884
Austria,2010,1622129.0,1622129.0,15498946.0,18777688.0,34796190.0,39.34366,0.0,68.4006,96.12812,18.06922,151.91782,12.653929,33.662636
Austria,2011,1665680.0,1665680.0,15817525.0,17729780.0,33283330.0,40.411076,0.0,69.48981,90.41807,17.804274,144.39825,13.207511,34.228294
Austria,2012,1672547.0,1672547.0,14685428.0,16945056.0,32640720.0,37.621,0.0,64.10538,86.24141,19.135468,141.86986,12.799691,25.229424
Austria,2013,1656405.0,1656405.0,14958620.0,16331602.0,33458988.0,38.13149,0.0,64.72485,82.00461,15.3985615,146.01463,10.872061,21.766071
Austria,2014,1638991.0,1638991.0,13800596.0,14946276.0,32422520.0,35.02138,0.0,63.35687,75.10976,14.032795,140.00055,11.523707,18.440292
Austria,2015,1701497.0,1701497.0,14370670.0,15965933.0,32996624.0,37.999046,0.0,64.99693,79.68095,13.417722,138.95682,11.089276,22.9686
Austria,2016,1728527.0,1728527.0,13333531.0,16736591.0,34108440.0,35.44773,0.0,64.301254,83.4219,12.599589,143.46887,9.799419,21.2579
Azerbaijan,2000,121040.0,121040.0,0.0,11420688.0,17964592.0,0.0,0.0,96.565056,52.828648,51.529903,74.69056,163.62247,91.86295
Azerbaijan,2001,303717.0,303717.0,0.0,16575935.0,11277792.0,0.03489,0.0,96.99589,75.7764,50.514343,47.594116,174.20578,93.196205
Azerbaijan,2002,471692.0,471692.0,0.0,16621965.0,11286520.0,0.02326,0.0,95.30602,75.99123,46.85247,43.6981,178.33441,89.29336
Azerbaijan,2003,538514.0,538514.0,0.0,17054304.0,12697284.0,0.03489,0.0,94.73423,77.9247,46.705997,50.912304,178.84615,88.52305
Azerbaijan,2004,724144.0,724144.0,0.0,18621976.0,12730940.0,0.010699611,0.0,94.84142,91.375175,45.5049,54.5731,179.78816,87.43094
Azerbaijan,2005,742500.0,742500.0,0.0,18532512.0,14637680.0,0.037448607,0.0,94.83499,94.38427,55.973953,63.798508,258.35114,86.95271
Azerbaijan,2006,783078.0,783078.0,0.0,20465182.0,12976669.0,0.037448607,0.0,95.6337,99.77681,66.0446,57.112576,375.27222,89.84088
Azerbaijan,2007,817232.0,817232.0,21981.0,17577750.0,11455945.0,0.05838889,0.0,95.575264,87.84967,105.77545,56.478565,504.27567,89.275894
Azerbaijan,2008,769991.0,769991.0,14656.0,20738240.0,10607280.0,0.045333333,0.0,95.884285,100.50773,159.52591,45.567757,527.1751,89.77798
Azerbaijan,2009,620800.0,620800.0,14656.0,18788992.0,9240608.0,0.04919444,0.0,95.06899,85.81977,159.39116,38.535336,591.57855,87.851456
Azerbaijan,2010,617400.0,617400.0,21984.0,17968256.0,8694672.0,0.048416667,0.0,92.58045,81.58022,162.80891,37.745888,596.8202,81.735405
Azerbaijan,2011,465090.0,465090.0,18322.0,19025594.0,10264000.0,0.042249996,0.0,94.96469,89.345276,159.76907,49.827885,536.0849,86.9265
Azerbaijan,2012,658060.0,658060.0,14656.0,19833232.0,11640528.0,0.043027777,0.0,96.69701,93.76557,168.36911,52.365967,508.67645,92.1637
Azerbaijan,2013,721760.0,721760.0,10992.0,19935824.0,12065552.0,0.03841667,0.0,97.23466,94.18168,174.74565,56.155495,509.91736,93.29032
Azerbaijan,2014,924519.0,924519.0,7328.0,21199904.0,11633200.0,0.023833333,0.0,97.57588,98.54446,183.84077,54.906097,494.42505,94.43768
Azerbaijan,2015,843416.0,843416.0,10993.0,21934858.0,11531741.0,0.034583334,0.0,97.25316,111.46552,187.84053,55.77986,488.69147,93.04029
Azerbaijan,2016,726161.0,726161.0,3664.0,21507680.0,12138832.0,0.013833333,0.0,96.66889,109.30647,182.7754,55.48961,481.803,91.58954
Bangladesh,2000,704403.0,704403.0,1253088.0,16880048.0,7687072.0,3.8364346,0.0,98.37293,90.58189,90.58189,39.487724,1.6415212,94.10289
Bangladesh,2001,935149.0,935149.0,1330032.0,18902576.0,9867152.0,4.0689416,0.0,98.125,101.43208,101.43208,47.166737,2.1832561,94.361336
Bangladesh,2002,884627.0,884627.0,1329886.0,19886008.0,9880723.0,4.2491364,0.0,98.59861,106.71138,106.71138,42.876194,3.850836,94.4591
Bangladesh,2003,835039.0,835039.0,1366672.0,21390432.0,9867152.0,4.063126,0.1367028,98.68127,114.784294,114.784294,43.89366,3.850836,94.41954
Bangladesh,2004,785451.0,785451.0,1450802.0,23088264.0,10620895.0,4.0689416,0.39564952,98.76408,123.40231,123.40231,45.443573,3.817906,95.18504
Bangladesh,2005,750580.0,750580.0,1604682.0,24722358.0,10598960.0,8.347995,1.0900956,98.863976,132.63358,132.63358,46.511356,3.8074741,95.25223
Bangladesh,2006,700000.0,700000.0,1810016.0,28256768.0,10922384.0,12.68387,1.855612,98.95174,143.63368,143.63368,46.740562,3.8074741,95.39125
Bangladesh,2007,682000.0,682000.0,2209392.0,29579472.0,10171264.0,10.351397,2.3761635,98.97803,153.36371,153.36371,44.304432,3.8074741,97.5476
Bangladesh,2008,699000.0,699000.0,2469536.0,32224880.0,9907456.0,10.896065,4.1460376,98.776184,163.7642,163.7642,44.908768,3.610631,97.19544
Bangladesh,2009,699000.0,699000.0,3015472.0,35441870.0,9991728.0,13.614829,5.0707817,99.4871,187.46738,187.46738,41.343945,3.187349,98.73757
Bangladesh,2010,680000.0,680000.0,3073905.0,39396544.0,10841103.0,8.675766,4.3175135,99.13566,192.53728,192.53728,46.801716,3.1875362,97.96867
Bangladesh,2011,695000.0,695000.0,2835936.0,39626160.0,13399248.0,12.915542,4.084796,99.04787,195.82149,195.82149,60.01977,3.1875362,97.783806
Bangladesh,2012,675000.0,675000.0,3422176.0,41714640.0,14879504.0,10.657114,5.113651,99.18669,213.36278,213.36278,68.356895,2.9889822,98.12834
Bangladesh,2013,742721.0,742721.0,3748070.0,43331788.0,13959086.0,14.760409,5.2361336,99.231575,219.52786,219.52786,70.05513,2.5673738,97.994
Bangladesh,2014,752459.0,752459.0,3506626.0,45934240.0,15785314.0,9.351047,5.7995534,99.36966,230.2227,230.2227,76.690025,2.5673738,98.60838
Bangladesh,2015,1062295.0,1062295.0,8606736.0,48742190.0,14688976.0,30.63301,4.1399136,99.22696,258.54062,258.54062,93.07488,2.5673738,98.650696
Bangladesh,2016,1116295.0,1116295.0,6074912.0,53549360.0,15436432.0,23.035818,5.530092,99.227295,264.50946,264.50946,95.46817,2.5744076,98.205246
Belarus,2000,861909.0,861909.0,4198119.0,31337154.0,17209108.0,11.571725,0.0,99.968704,151.93619,2.1591957,91.472496,23.357054,99.885056
Belarus,2001,822165.0,822165.0,3734737.0,31648288.0,16439350.0,8.308523,0.0,99.964455,151.06563,2.1484532,88.497795,23.293238,99.88033
Belarus,2002,981572.0,981572.0,3227302.0,31999056.0,16129400.0,7.837448,0.0,99.966995,155.4278,2.0410304,93.17626,22.982775,99.88663
Belarus,2003,1163838.0,1163838.0,3141653.0,33599856.0,15544749.0,7.3767715,0.0,99.9681,152.80676,1.7187625,94.32166,22.915508,99.88735
Belarus,2004,1300571.0,1300571.0,2969911.0,36353860.0,15873448.0,7.225938,0.0,99.96563,185.34369,1.9354725,92.41301,22.936207,99.90385
Belarus,2005,1466325.0,1466325.0,2962905.0,36976480.0,15956987.0,7.9798536,0.0,99.96271,190.02661,1.8494515,86.037895,22.034143,99.870804
Belarus,2006,1571658.0,1571658.0,2891988.0,37419340.0,17940202.0,7.1446896,0.0,99.96398,193.94777,1.8279462,100.94521,22.034143,99.87425
Belarus,2007,1617004.0,1617004.0,2792905.0,37867796.0,16007103.0,8.080224,0.0,99.95031,194.71536,1.72042,91.831825,22.034143,99.84292
Belarus,2008,1808145.0,1808145.0,2627720.0,38634676.0,17911162.0,7.532654,0.0,99.89957,199.4145,1.6343988,91.41282,22.094511,99.800285
Belarus,2009,1873716.0,1873716.0,2677129.0,31819964.0,22485598.0,7.1767774,0.0,99.80309,169.31981,1.6128939,105.50957,20.77505,99.637794
Belarus,2010,1970170.0,1970170.0,2900570.0,39552600.0,16326260.0,7.5073485,0.0,99.743225,207.28363,0.2903208,90.671005,18.886393,99.59884
Belarus,2011,1966121.0,1966121.0,2975098.0,37378044.0,17420518.0,9.018615,0.0,99.751015,192.26184,0.32226807,98.70365,18.886393,99.56509
Belarus,2012,2189102.0,2189102.0,5004252.0,36816532.0,17088526.0,9.199352,0.0,99.73677,194.10098,0.2148453,121.14088,18.938135,99.318405
Belarus,2013,2370207.0,2370207.0,4837889.0,36899736.0,18704382.0,9.764291,0.0,99.68524,192.70277,0.40820614,91.4275,18.886393,99.04792
Belarus,2014,2653243.0,2653243.0,4634266.0,36593700.0,18383718.0,9.686455,0.0,99.69569,191.2144,0.32226807,93.14555,18.886393,99.16522
Belarus,2015,2269358.0,2269358.0,4094111.0,33956644.0,17178006.0,8.61383,0.0,99.64261,178.9891,0.32226807,78.47294,16.421675,99.00264
Belarus,2016,2206055.0,2206055.0,3691613.0,33884932.0,17313198.0,9.467982,0.0,99.57822,177.87515,0.23633061,84.347984,20.621525,98.71909
Belgium,1990,2823783.0,2823783.0,41393524.0,19846452.0,53486380.0,123.63172,5.8403406,80.21546,95.6985,0.12393821,279.09064,0.0,38.426517
Belgium,1991,2880464.0,2880464.0,40122108.0,21616768.0,56180996.0,118.26103,3.4960465,80.82472,102.078,0.10652491,299.26672,0.0,39.03638
Belgium,1992,3088580.0,3088580.0,38118492.0,22204126.0,56616308.0,105.84025,1.2021105,80.484406,105.20124,0.061502118,305.2735,0.0,38.280594
Belgium,1993,3082261.0,3082261.0,36561770.0,23211648.0,56112336.0,100.25862,0.0,80.904854,110.092995,0.049488455,300.30597,0.0,39.44064
Belgium,1994,3178670.0,3178670.0,38012820.0,23696036.0,57370012.0,107.76567,0.0,82.361565,112.576,0.013551891,326.46335,0.0,42.206337
Belgium,1995,3255310.0,3255310.0,36955412.0,26304788.0,56739016.0,102.9294,0.0,82.23545,124.5255,0.0,325.26587,0.0,42.831886
Belgium,1996,3008771.0,3008771.0,34203420.0,29213328.0,60541944.0,98.50768,0.0,82.53221,138.42075,0.022058489,352.25375,0.0,41.575726
Belgium,1997,3161908.0,3161908.0,31915682.0,27739842.0,58611756.0,91.96225,0.0,81.0992,132.04475,0.0,360.93057,0.0,38.353878
Belgium,1998,3174828.0,3174828.0,33213780.0,30865530.0,60337176.0,91.476814,0.0,81.87039,144.644,0.0,365.94296,0.0,42.83104
Belgium,1999,3113233.0,3113233.0,28931274.0,32970046.0,57003850.0,80.15169,0.0,80.59052,154.46025,0.0,353.81247,0.0,40.18232
Belgium,2000,3270299.0,3270299.0,31671610.0,33199090.0,55731590.0,88.68365,0.0,81.184204,155.26274,0.01780519,359.53516,0.0,40.560455
Belgium,2001,2957389.0,2957389.0,28289752.0,32937378.0,59053796.0,84.474434,0.0,81.8185,153.37599,0.0,365.03632,0.0,39.679512
