Country,Year,Share below $1 a day,Share below $2.15 a day,Share below $3.65 a day,Share below $6.85 a day,Share below $10 a day,Share below $20 a day,Share below $30 a day,Share below $40 a day,Number below $1 a day,Number below $2.15 a day,Number below $3.65 a day,Number below $6.85 a day,Number below $10 a day,Number below $20 a day,Number below $30 a day,Number below $40 a day,40% of median - share of population below poverty line,50% of median - share of population below poverty line,60% of median - share of population below poverty line,40% of median - total number of people below poverty line,50% of median - total number of people below poverty line,60% of median - total number of people below poverty line,Mean income or consumption per day,Median income or consumption per day,Threshold income or consumption per day marking the poorest decile,Threshold income or consumption per day marking the richest decile,mld,gini,polarization,decile1_share,decile2_share,decile3_share,decile4_share,decile5_share,decile6_share,decile7_share,decile8_share,decile9_share,decile10_share,decile2_thr,decile3_thr,decile4_thr,decile5_thr,decile6_thr,decile7_thr,decile8_thr,income_gap_ratio_40_median,income_gap_ratio_50_median,income_gap_ratio_60_median,poverty_gap_index_40_median,poverty_gap_index_50_median,poverty_gap_index_60_median,avg_shortfall_40_median,avg_shortfall_50_median,avg_shortfall_60_median,total_shortfall_40_median,total_shortfall_50_median,total_shortfall_60_median,income_gap_ratio_100,income_gap_ratio_1000,income_gap_ratio_2000,income_gap_ratio_215,income_gap_ratio_3000,income_gap_ratio_365,income_gap_ratio_4000,income_gap_ratio_685,poverty_gap_index_100,poverty_gap_index_1000,poverty_gap_index_2000,poverty_gap_index_215,poverty_gap_index_3000,poverty_gap_index_365,poverty_gap_index_4000,poverty_gap_index_685,avg_shortfall_100,avg_shortfall_1000,avg_shortfall_2000,avg_shortfall_215,avg_shortfall_3000,avg_shortfall_365,avg_shortfall_4000,avg_shortfall_685,total_shortfall_100,total_shortfall_1000,total_shortfall_2000,total_shortfall_215,total_shortfall_3000,total_shortfall_365,total_shortfall_4000,total_shortfall_685,decile1_avg,decile2_avg,decile3_avg,decile4_avg,decile5_avg,decile6_avg,decile7_avg,decile8_avg,decile9_avg,decile10_avg,bottom50_share,middle40_share,palma_ratio,s80_s20_ratio,p90_p10_ratio,p90_p50_ratio,p50_p10_ratio
Azerbaijan,1995,1.8778378,12.420592,38.713543,77.74079,91.31683,99.014626,99.740685,99.933334,144309,954504,2975078,5974263,7017562,7609125,7664922,7679727,6.6453533,12.587086,19.718624,510685,967299,1515347,5.2907977,4.3125057,1.9864691,9.202275,0.20780991,0.34650284,0.29484147,2.6941872,4.3767343,5.4961634,6.5442085,7.575731,8.790362,10.222335,12.292502,15.235609,26.77217,2.5976903,3.174955,3.713169,4.3125057,4.9576836,5.908472,7.09526,30.466578,27.852425,28.177511,2.02461,3.5058095,5.556218,0.5255492,0.6005687,0.7290941,268390.1,580929.5,1104830.5,30.865564,56.183445,74.633995,27.889246,82.64564,31.792637,86.850204,45.33892,0.5796052,51.304947,73.898575,3.46401,82.43133,12.308058,86.792305,35.24683,0.30865565,5.618345,14.9268,0.5996188,24.793692,1.1604313,34.74008,3.105716,44541.79,39427084,113579890,572338.56,190041710,3452373.5,266794340,18554364,1.4254398,2.3156416,2.907909,3.4624085,4.008166,4.6508026,5.4084306,6.503714,8.060852,14.164612,26.687025,46.54081,1.4008559,5.94092,4.632478,2.1338582,2.1709402
Azerbaijan,2001,0.18277825,6.1576586,28.33437,70.99665,86.26612,97.18996,99.03224,99.627045,14826,499460,2298258,5758680,6997218,7883272,8032703,8080948,4.3813252,9.54976,16.630152,355378,774600,1348905,6.4593534,4.9036164,2.4782078,11.445105,0.2184436,0.36454937,0.30208316,3.0561967,4.373146,5.3206153,6.2123117,7.080803,8.231842,9.652399,11.576936,14.988502,29.50725,3.145671,3.7469215,4.271557,4.9035916,5.7544613,6.73934,8.328072,16.824055,20.365898,22.869617,0.7371164,1.944894,3.8032525,0.32999483,0.49933276,0.672863,117272.9,386783.16,907628.25,20.979683,51.847492,71.176926,18.439644,79.65681,26.319525,84.31848,40.263077,0.038347565,44.72683,69.17683,1.1354502,78.88592,7.4574733,84.004005,28.585434,0.20979683,5.1847496,14.235386,0.39645234,23.897041,0.9606627,33.727394,2.7580209,3110.4478,36278824,112221416,198012.08,191957840,2207850.8,272549300,15882559,1.9741054,2.8247695,3.4367733,4.0127516,4.573741,5.3172374,6.2348256,7.4779515,9.6816025,19.059774,26.043072,44.44968,1.5561033,5.9891906,4.618299,2.334025,1.9786845
Azerbaijan,2002,0,0.07950147,2.563388,48.45349,80.63456,97.42326,99.23972,99.65806,0,6497,209479,3959595,6589416,7961380,8109820,8144007,0.39951584,1.8651206,5.8729734,32648,152417,479936,8.152217,6.949713,4.5971017,12.587261,0.10629662,0.25277665,0.18322334,4.837871,6.092297,6.8325663,7.508759,8.185092,8.892045,9.807446,11.1704645,13.4879265,23.185535,5.28245,5.8477244,6.3994126,6.9486184,7.584771,8.449003,9.837466,12.928997,12.034597,12.995161,0.05165302,0.22446017,0.76320165,0.35941127,0.418185,0.54187584,11734.06,63738.504,260065.72,,35.196075,62.095367,12.2651,73.7519,12.526981,80.035484,21.040672,0,28.3802,60.49533,0.0097512035,73.19118,0.3211155,79.76182,10.19494,,3.5196075,12.419073,0.26369965,22.12557,0.45723486,32.014194,1.441286,0,23192158,98872960,1713.2566,179434400,95781.1,260723820,5706908.5,3.9439373,4.9665723,5.570056,6.1213036,6.672664,7.248988,7.9952416,9.106405,10.99565,18.90135,33.456585,43.35788,0.9174581,3.3552513,2.7380862,1.8114768,1.5115216
Azerbaijan,2003,0,0.050580967,3.2747726,44.57882,77.3047,97.05117,99.117714,99.51694,0,4165,269648,3670664,6365346,7991290,8161452,8194324,0.838661,3.0624547,8.905001,69056,252166,733247,8.493119,7.2452493,4.471243,13.265846,0.11823287,0.2683288,0.2045907,4.471693,5.733828,6.553858,7.352989,8.108017,8.972275,10.014416,11.42326,13.782702,23.586964,5.2288823,5.903397,6.5690207,7.243832,8.046467,9.06092,10.461728,9.912281,13.26536,14.437586,0.083130226,0.40624624,1.2856678,0.2872678,0.48055413,0.6276235,19837.566,121179.414,460203.03,,34.760933,60.80834,7.132767,72.759,13.099363,79.31138,22.88301,0,26.871836,59.0152,0.00360792,72.117065,0.4289743,78.92825,10.200974,,3.4760935,12.161668,0.1533545,21.827702,0.4781268,31.72455,1.5674862,0,22126538,97187416,638.7215,178145740,128925.94,259961250,5753715,3.7978623,4.8698087,5.56627,6.2449813,6.886235,7.6202602,8.5053625,9.70191,11.705813,20.03269,32.220383,44.192654,0.9782102,3.661711,2.9669259,1.83133,1.6200936
Azerbaijan,2004,0,0,1.0322694,42.322376,77.48182,96.78211,98.74931,99.378555,0,0,85745,3515508,6436027,8039206,8202612,8254880,0.14114979,1.0322694,5.7673426,11725,85745,479064,8.740162,7.2914386,4.7481127,13.477794,0.11815907,0.26621592,0.1908681,4.79851,5.876082,6.6571145,7.363441,8.014359,8.7172165,9.698292,11.063731,13.459678,24.351576,5.5003037,6.1524534,6.7267523,7.2914386,7.9896293,8.985948,10.48537,11.746183,9.507985,10.015157,0.01658027,0.09814749,0.57760805,0.3425863,0.34663442,0.43814942,4016.8245,29722.168,209901.61,,33.17911,60.235916,,72.45144,9.507984,78.938805,20.11407,0,25.70778,58.297592,0,71.54531,0.09814749,78.44825,8.512753,,3.3179114,12.047184,,21.735434,0.34704143,31.575521,1.3778139,0,21354168,96849790,0,178287330,29757.068,260652140,4843716,4.1939754,5.135791,5.818426,6.435766,7.00468,7.618988,8.476464,9.66988,11.763977,21.283672,32.709507,42.93892,0.98608744,3.5421731,2.8385582,1.848441,1.5356499
Azerbaijan,2005,0,0,0.31486207,31.346401,69.81634,95.20933,98.60784,99.36003,0,0,26423,2630543,5858882,7989824,8275022,8338145,0.101772815,0.87756354,5.203381,8541,73644,436660,9.718767,8.059334,5.3535843,15.25791,0.11649475,0.26554906,0.19760035,4.846774,5.927189,6.623683,7.28963,7.93888,8.706818,9.742714,11.120207,13.619992,24.184113,6.1152263,6.764434,7.395969,8.057589,8.946011,10.011124,11.753993,6.7605963,8.894412,10.291981,0.006880753,0.07805431,0.5355311,0.21794361,0.3584152,0.49767908,1861.4563,26395.127,217316.55,,29.163483,56.601364,,69.36798,9.1608305,76.56027,16.98702,0,20.360874,53.889774,0,68.40227,0.028844254,76.07031,5.32482,,2.9163482,11.320272,,20.810394,0.33437034,30.62411,1.1636109,0,17086540,90446984,0,172206460,8835.067,255348260,3060928.8,4.710467,5.7604966,6.4374037,7.084622,7.7156124,8.461953,9.468717,10.80747,13.236953,23.503975,32.626156,43.18973,0.97961855,3.5088391,2.8500364,1.8936075,1.505083
Bangladesh,1983,2.2739515,37.284092,82.73032,97.777115,99.460625,99.999985,99.999985,99.999985,2070330,33945480,75322216,89021650,90554410,91045470,91045470,91045470,2.0847802,5.721748,12.422068,1898098,5209393,11309731,2.7506218,2.459166,1.3615408,4.322124,0.11214371,0.2587649,0.20396622,4.126558,5.589732,6.679222,7.6121016,8.495292,9.409469,10.451226,11.799262,13.971508,21.865631,1.6978563,1.9697676,2.2156591,2.459166,2.722755,3.0396824,3.4835963,23.472523,19.811844,19.58929,0.4893504,1.1335837,2.433395,0.2308913,0.24360307,0.2890399,438254.3,1269024.1,3268963.8,23.004593,72.97135,99.999985,25.01645,99.999985,38.33084,99.999985,61.884987,0.52311325,72.57776,99.999985,9.327156,99.999985,31.71123,99.999985,60.509354,0.23004593,7.297135,19.999998,0.5378537,29.999996,1.3990757,39.999996,4.2391214,476271,660787700,1820909300,18257702,2731363800,105381490,3641818600,377373570,1.13506,1.5375239,1.8372014,2.0938013,2.3367333,2.588189,2.874737,3.2455306,3.8430333,6.0144076,32.502907,45.631466,0.910779,3.6883564,3.1744359,1.7575568,1.806164
Bangladesh,1985,0.63853633,32.693893,77.95673,96.52872,98.81396,99.90549,99.999985,99.999985,612734,31372764,74806580,92628080,94820980,95868400,95959090,95959090,0.85821897,3.610354,10.249651,823539,3464463,9835473,3.0364108,2.6133814,1.5367758,4.772891,0.12031369,0.26917496,0.2095177,4.4703946,5.568263,6.487995,7.333363,8.173038,9.073307,10.128019,11.525687,13.834384,23.405548,1.8361943,2.1002388,2.3529043,2.6133814,2.9041018,3.2624967,3.7760332,16.490395,13.929103,14.771743,0.14152364,0.50288993,1.5140523,0.17238276,0.1820103,0.23162521,141963.92,630567.94,2278143.5,17.444824,70.925835,84.90745,20.814503,99.999985,35.69276,99.999985,59.333534,0.1113916,70.084625,84.827194,6.8050714,99.999985,27.824911,99.999985,57.273895,0.17444824,7.0925837,16.98149,0.44751182,29.999996,1.3027858,39.999996,4.064347,106890.37,672525700,1627988200,14039683,2878772200,97456940,3838363100,376472640,1.3573955,1.6907533,1.9700218,2.22671,2.48167,2.7550285,3.0752828,3.4996722,4.2006874,7.106886,32.033054,44.561398,0.98095274,3.7096524,3.1057823,1.8263278,1.7005613
Bangladesh,1988,1.6820288,41.73657,82.28007,96.9539,98.898674,99.872955,99.999985,99.999985,1727256,42858790,84492440,99560830,101557896,102558376,102688820,102688820,1.0412878,5.331201,13.532686,1069286,5474548,13896557,2.7881467,2.3593693,1.3279282,4.4712954,0.13844047,0.28846547,0.22526574,4.160362,5.285013,6.2386966,7.1222486,8.00483,8.955206,10.072578,11.558045,14.02079,24.58223,1.6116042,1.8641447,2.1073868,2.3593693,2.6416912,2.9908748,3.4928029,12.477663,12.623646,15.638781,0.12992834,0.6729919,2.1163473,0.117757656,0.14891921,0.22138597,125916.61,815265.4,3076502.8,12.049755,73.39805,86.18927,25.018135,99.99999,40.290016,100,62.746994,0.20268038,72.5897,86.07978,10.4417095,99.999985,33.150654,99.999985,60.83566,0.12049755,7.3398046,17.237854,0.5378899,29.999998,1.4705856,40,4.298169,208130.11,745415100,1767886300,23053310,3080664300,124253370,4107552500,427929280,1.1599698,1.4735391,1.7394402,1.9857873,2.231864,2.4968429,2.8083827,3.2225525,3.9092019,6.853886,30.81115,44.60662,1.0778692,4.0869756,3.3671215,1.8951231,1.7767296
Bangladesh,1991,2.3344285,41.944866,83.084694,97.379425,99.26544,99.93944,99.98399,99.99579,2550196,45821756,90764070,106380050,108440380,109176670,109225350,109238230,1.5807403,5.531545,11.892679,1726846,6042816,12991900,2.7258127,2.3533928,1.3582802,4.3469033,0.12443382,0.27570805,0.22153765,4.120931,5.503147,6.388338,7.255382,8.171563,9.162111,10.302223,11.742341,14.066094,23.287868,1.6294153,1.8588688,2.0976539,2.3529038,2.6365118,2.978436,3.4549944,15.690899,15.62192,17.363192,0.24803244,0.8641334,2.0649488,0.1477074,0.18382257,0.24517447,255067.94,1110806,3185282.2,15.024725,73.53261,86.44855,25.094826,90.93245,40.082294,93.19018,62.90078,0.35074148,72.99248,86.39619,10.52599,90.9179,33.30225,93.18625,61.252422,0.15024725,7.353261,17.28971,0.53953874,27.279734,1.4630038,37.27607,4.3087034,383159.94,797390460,1887632900,24722612,2979638500,132788180,4071971800,458360060,1.1232885,1.5000547,1.7413412,1.9776812,2.227415,2.4974196,2.808193,3.200742,3.8341537,6.347837,31.439362,45.27277,1.0008625,3.8813026,3.2002995,1.8474633,1.7322669
Bangladesh,1995,1.3012978,33.668743,74.284676,93.74934,97.44277,99.54649,99.86118,99.95173,1532842,39659532,87502400,110430470,114781090,117259140,117629820,117736480,1.6644399,5.113777,11.427157,1960599,6023688,13460430,3.3093135,2.590331,1.5057255,5.5767903,0.17774658,0.32942984,0.2509692,3.773103,5.013926,5.864158,6.598462,7.370183,8.314391,9.429485,11.195527,14.357792,28.082973,1.8107281,2.062367,2.3025312,2.5903268,2.9205396,3.3716178,4.124008,13.235765,16.288774,17.193165,0.22030134,0.83297145,1.96469,0.13714007,0.21096659,0.26721594,268876.7,1270796.9,3596841.5,13.127192,70.197395,84.0171,22.331432,89.12766,37.88491,91.776405,59.372955,0.17082384,68.40229,83.63608,7.5187116,89.003944,28.142685,91.73211,55.661755,0.13127191,7.0197396,16.80342,0.48012584,26.738298,1.3827993,36.710564,4.0670476,201219.1,805733400,1970354400,19041566,3145221400,120998260,4322172400,449125980,1.248638,1.6592653,1.9406338,2.183638,2.4390244,2.7514927,3.1205122,3.7049508,4.7514434,9.293536,28.619831,43.297195,1.3215735,4.829933,3.7037232,2.1529293,1.7203181
Bangladesh,2000,1.0345649,33.321335,71.860695,92.9599,97.255775,99.644,99.92995,99.967155,1336589,43048940,92839224,120097980,125647976,128733400,129102824,129150890,1.3680729,5.2097774,12.103859,1767459,6730684,15637378,3.4174178,2.6613784,1.5257008,5.9975414,0.18106517,0.33406532,0.26788568,3.7349656,4.9122424,5.6663647,6.4437175,7.32724,8.291777,9.560936,11.397966,14.801051,27.86374,1.8111422,2.0612798,2.3444154,2.6613784,3.0249977,3.530927,4.330099,14.42838,15.203982,17.106419,0.19739076,0.7920936,2.0705366,0.15359752,0.20231776,0.27315992,271477.3,1361736.9,4271505,13.2331295,69.16582,83.39206,21.960241,88.72708,37.59869,91.517494,58.324474,0.13690534,67.267746,83.095184,7.3174453,88.66492,27.018679,91.487434,54.21837,0.1323313,6.916581,16.678411,0.47214523,26.618124,1.3723522,36.607,3.9952264,176872.56,869054400,2147068500,20325352,3436475000,127408110,4727826400,479818620,1.2763938,1.6787184,1.9364336,2.2020874,2.5040238,2.8336465,3.2673714,3.8951612,5.058137,9.522204,28.08453,44.05173,1.3423593,4.933938,3.9310076,2.253547,1.7443645
Bangladesh,2005,0.35118827,23.96659,65.129265,90.87791,96.391266,99.47813,99.90698,99.94238,494868,33771944,91775336,128058420,135827440,140177200,140781520,140831400,1.0222316,4.2528977,11.986652,1440453,5992868,16890702,3.8145173,2.960369,1.7137121,6.596807,0.17858516,0.33201292,0.26571995,3.849576,4.9102,5.707923,6.4764113,7.301701,8.289038,9.56668,11.382519,14.520505,27.995447,2.0278478,2.3205276,2.6265805,2.960369,3.3858788,3.9634216,4.7808785,13.014557,13.791723,14.948508,0.13303888,0.5865479,1.7918257,0.15411155,0.20414299,0.2655186,221990.44,1223402,4484795.5,13.101208,66.30806,81.59321,19.085957,87.43354,33.79806,90.54599,54.930878,0.046009857,63.91518,81.1674,4.574253,87.35221,22.012428,90.49381,49.920036,0.13101208,6.630806,16.318642,0.41034806,26.230062,1.2336293,36.218395,3.7627652,64833.684,900645400,2287501600,13858252,3692708000,113216744,5100687000,481853760,1.4684274,1.8730043,2.1772969,2.4704382,2.7852464,3.1618679,3.6492264,4.3418813,5.538872,10.678911,28.245811,43.75874,1.336674,4.8535433,3.8494256,2.228373,1.72746
Bangladesh,2010,0.20889346,18.223856,59.31462,89.35676,96.18666,99.44807,99.82919,99.90544,309979,27042588,88017640,132597500,142732480,147572110,148137660,148250820,1.2262346,5.039765,12.339048,1819623,7478564,18310054,4.082853,3.2445064,1.8560303,7.033071,0.16758585,0.3213032,0.25815016,3.853314,5.00141,5.8333693,6.62974,7.488495,8.481751,9.735191,11.489647,14.561725,26.925356,2.2177234,2.544874,2.8692243,3.244395,3.6839938,4.2879057,5.1745872,11.966615,13.34432,16.09631,0.14673874,0.6725223,1.9861314,0.15530303,0.21647865,0.3133475,282592.97,1618949.4,5737409.5,11.805309,63.673584,80.31666,17.6358,86.63358,30.841192,89.91696,51.987457,0.02466049,61.245495,79.87336,3.2139227,86.4856,18.293337,89.83194,46.454304,0.11805309,6.3673587,16.063332,0.3791697,25.990074,1.1257036,35.966785,3.5611408,36593.98,908828860,2370499800,10253730,3850109000,99081770,5332105000,472198370,1.5732514,2.042002,2.3816788,2.7068255,3.0574422,3.462974,3.9747355,4.6910534,5.945338,10.993227,28.806328,44.268314,1.2630438,4.6853046,3.7893083,2.1677604,1.7480291
Bangladesh,2016,0.18262632,13.468303,51.62782,86.90296,95.177864,99.3272,99.750374,99.88149,291809,21520270,82493300,138857540,152079550,158709550,159385710,159595220,2.0085204,6.1457143,13.468303,3209306,9819903,21520270,4.47471,3.5797248,1.9967315,7.6141963,0.17183924,0.32385272,0.26085764,3.698967,4.9368005,5.800783,6.642274,7.511772,8.53921,9.841974,11.59153,14.601617,26.835072,2.4071908,2.778525,3.1603687,3.5797248,4.079002,4.7573,5.719976,13.973016,16.109293,17.990038,0.28065088,0.9900311,2.4229527,0.2000782,0.2883342,0.38639632,642112.2,2831413.8,8315353,13.978327,60.888058,78.61644,17.990036,85.46013,28.986427,88.99792,48.75146,0.025528131,57.951958,78.08752,2.4229527,85.2468,14.96506,88.89243,42.366467,0.13978326,6.0888057,15.723289,0.3867858,25.638039,1.0580046,35.599167,3.3394752,40790.016,925982850,2495436000,8323735,4086337000,87278290,5681456600,463711300,1.6551805,2.209075,2.5956821,2.972225,3.3613002,3.821049,4.403998,5.1868734,6.5337996,12.0079155,28.590595,44.57433,1.273082,4.7982635,3.81333,2.127034,1.7927922
Bangladesh,2022,0.08405264,5.008496,30.033768,74.09567,89.31407,97.97507,99.39304,99.83024,143887,8573862,51413716,126841690,152893520,167719970,170147330,170895760,2.8204143,8.046502,15.446655,4828165,13774514,26442568,5.9798064,4.7816916,2.5311422,10.261564,0.18169521,0.33373156,0.2698432,3.46702,4.7439156,5.6513104,6.55905,7.498928,8.543348,9.862745,11.662742,14.624904,27.386036,3.1129854,3.6482635,4.207555,4.7816916,5.4680347,6.3949695,7.6833,15.427503,17.18653,20.0504,0.43511954,1.3829144,3.0971162,0.29507825,0.41090342,0.57524896,1424686.5,5659995,15211060,5.503406,52.161682,72.40987,16.30682,80.74112,24.27087,85.25012,40.087303,0.0046257684,46.587723,70.94363,0.8167265,80.25105,7.2894564,85.10539,29.702955,0.05503406,5.2161684,14.481974,0.35059667,24.222336,0.8858868,34.100048,2.7459803,7918.6855,797518340,2428916200,3005967.5,4121365800,45546732,5827554000,348304770,2.073211,2.8367698,3.379374,3.922185,4.484214,5.108757,5.8977304,6.974094,8.745409,16.37632,27.920223,44.69374,1.3410529,5.116462,4.054124,2.1460114,1.8891437
Belarus,1998,1.9189043,21.763365,56.699203,90.09006,97.037834,99.741135,99.917595,99.93556,193271,2191998,5710723,9073838,9773615,10045890,10063663,10065473,5.6786947,10.720493,17.297754,571956,1079764,1742223,3.944828,3.3103294,1.6233544,6.840415,0.17237735,0.3201835,0.2719589,3.1290889,4.7357025,5.790376,6.7955294,7.8424034,9.01753,10.401571,12.217699,15.155675,24.914425,2.0916414,2.4713354,2.8950791,3.3103294,3.8156347,4.413336,5.298097,20.832582,24.006474,25.891459,1.1830187,2.5736122,4.4786406,0.27585083,0.3973467,0.5142556,157774.55,429040.66,895947.94,20.135,63.67211,80.64926,25.699007,86.98308,34.84216,90.224396,51.90277,0.38637075,61.786045,80.44048,5.5929685,86.9114,19.755228,90.16626,46.759235,0.20135,6.3672113,16.129852,0.5525287,26.094923,1.2717389,36.08976,3.5553396,38915.117,62230670,162038720,1211141.8,262610510,7262548.5,363260500,32260576,1.2343717,1.8681531,2.2842038,2.6807194,3.0936933,3.5572605,4.1032405,4.819672,5.978653,9.828312,28.2931,46.792477,1.2182678,5.094871,4.213753,2.066385,2.0391908
Belarus,1999,2.20786,19.192299,51.065468,87.984795,96.86973,99.73928,100,100,221376,1924362,5120201,8822005,9712874,10000596,10026738,10026738,6.283315,12.152367,19.001953,630012,1218486,1905276,4.185409,3.5744078,1.6681265,7.273071,0.17115992,0.31738147,0.27759212,2.9736068,4.6438704,5.7512035,6.8606696,7.97605,9.220607,10.667466,12.52359,15.347351,24.035585,2.1847372,2.6459029,3.1013188,3.5743828,4.151058,4.7849164,5.751259,25.089022,25.659403,26.905102,1.5764236,3.118225,5.1124945,0.35871363,0.4585859,0.57701886,225993.89,558780.5,1099380.1,20.78698,61.26383,79.33631,26.977789,86.04863,34.6042,89.536476,49.605034,0.45894668,59.346104,79.12946,5.177659,86.04863,17.670797,89.536476,43.644886,0.2078698,6.126383,15.867262,0.5800225,25.81459,1.2630533,35.81459,3.3979447,46017.383,59504784,158682080,1116173.2,258836130,6467087,359103520,29976686,1.2445761,1.9436498,2.407114,2.871471,3.3383033,3.859201,4.4647713,5.241635,6.4234943,10.0598755,28.2054,47.759014,1.1881541,5.170076,4.3600235,2.0347767,2.142753
Belarus,2000,1.2397556,13.642426,43.273304,84.39743,95.67303,99.583855,99.92627,100,123723,1361461,4318507,8422534,9547795,9938081,9972252,9979610,6.085085,11.125018,18.065529,607268,1110234,1802869,4.6459813,3.9803197,1.9219834,7.942247,0.1652762,0.31167483,0.2643341,3.0889478,4.775962,5.89597,6.974076,8.02375,9.158674,10.567143,12.411928,15.06228,24.041267,2.4812922,2.9922059,3.4803436,3.9803197,4.5584736,5.302726,6.252236,23.406223,25.238626,26.30294,1.4242892,2.8078032,4.7517643,0.372657,0.50228906,0.62816465,226302.67,557658.4,1132498.6,24.217855,57.871162,77.211555,25.810507,84.58367,31.613966,88.38505,46.092266,0.30024278,55.36709,76.89024,3.5211794,84.52131,13.680408,88.38505,38.90069,0.24217856,5.787116,15.44231,0.5549259,25.375101,1.1539098,35.35402,3.1573203,29963.059,55254196,153466930,755510,253046900,4983167.5,352819330,26592638,1.4351194,2.218903,2.7392566,3.2401423,3.7278192,4.2551026,4.909475,5.7665586,6.997907,11.169528,28.758705,47.200027,1.159456,4.9719005,4.132318,1.9953791,2.0709438
Belarus,2001,0.4657695,6.624224,28.10719,73.66072,90.92063,99.16438,99.72293,99.84034,46244,657689,2790636,7313440,9027100,9845585,9901040,9912697,4.9068813,10.268383,16.799849,487182,1019502,1667981,5.7673903,4.956196,2.463225,9.704347,0.15833206,0.30576724,0.25299627,3.2578669,4.90326,6.0286593,7.02075,8.066231,9.156143,10.455136,12.20466,14.912961,23.994331,3.1675763,3.7611084,4.3422847,4.953921,5.639241,6.4487443,7.715194,23.627789,23.612207,25.396439,1.1593872,2.4245932,4.266563,0.4684158,0.5851336,0.75521845,228203.75,596544.9,1259690,20.077982,50.789894,72.16373,23.04444,81.12614,27.0735,85.76366,39.30089,0.0935168,46.178497,71.560715,1.5265143,80.90136,7.6096,85.626724,28.949314,0.20077981,5.078989,14.432745,0.49545544,24.337841,0.9881828,34.30546,2.692111,9284.861,45848544,142098820,325855.6,240969940,2757658.5,340059650,19688592,1.8789389,2.8279016,3.476963,4.0491405,4.65211,5.280705,6.029885,7.0389037,8.600887,13.838468,29.276768,46.7289,1.1312459,4.767392,3.9396918,1.9589224,2.0111525
Belarus,2002,0.2636709,4.394347,22.306036,67.68551,88.1027,98.90882,99.70963,99.83155,26013,433526,2200613,6677546,8691814,9757897,9836901,9848930,4.5882473,9.734029,17.10888,452656,960315,1687885,6.3353014,5.457107,2.7581003,10.69141,0.1558544,0.30336243,0.25007194,3.3477366,4.9347253,6.042415,7.0679708,8.056675,9.191435,10.450901,12.119591,14.767448,24.021103,3.4902067,4.180802,4.776885,5.457107,6.210111,7.067775,8.409232,23.403622,22.939133,23.656668,1.0738167,2.232901,4.047392,0.5108643,0.6259065,0.77458185,231245.8,601067.44,1307405.1,24.585642,47.587627,69.64876,23.35641,79.300446,25.442684,84.39736,36.39185,0.064826235,41.925983,68.88876,1.0263608,79.07018,5.675255,84.255196,24.632008,0.24585642,4.758763,13.929752,0.5021628,23.790134,0.92865795,33.758945,2.4928417,6395.463,41362280,135925090,217700.64,234021200,2043616.8,332489470,16646065,2.120892,3.126297,3.8280523,4.4777727,5.1041465,5.8230505,6.6209607,7.678126,9.355623,15.218092,29.449522,46.529373,1.1228567,4.683215,3.8763673,1.9591718,1.9785745
Belarus,2003,0.2784135,3.5103552,18.76372,64.802666,86.193954,99.11456,99.85755,99.94796,27275,343901,1838234,6348554,8444205,9710005,9782794,9791651,4.2449913,9.299314,16.20011,415871,911030,1587084,6.5367026,5.732067,2.9335017,10.979629,0.13973795,0.28821012,0.24294208,3.4524112,5.1095734,6.279496,7.231126,8.19757,9.314573,10.552116,12.291886,14.936249,22.635,3.728274,4.4380064,5.018178,5.732067,6.457974,7.4096756,8.799652,22.950537,23.059261,24.091192,0.974248,2.144352,3.9027996,0.5262161,0.66088617,0.828554,218838.02,602087.1,1314984.8,19.803915,45.94989,68.224686,22.43083,78.38246,24.938038,83.72756,34.496353,0.055135816,39.606026,67.6206,0.7874024,78.27081,4.679302,83.68399,22.354555,0.19803914,4.594989,13.6449375,0.48226285,23.514738,0.9102384,33.491024,2.3630002,5401.5176,38801028,132492420,165850.67,230039840,1673231.1,327932400,15001634,2.2567384,3.3399763,4.1047196,4.726772,5.3585076,6.0886593,6.8976045,8.03484,9.763382,14.795825,30.270176,47.094826,1.0254792,4.3881474,3.7428403,1.9154745,1.9540017
Belarus,2004,0.06005474,1.3008308,10.615428,54.308414,81.70785,98.89664,99.83592,99.98037,5843,126573,1032897,5284288,7950293,9622788,9714181,9728236,3.1776276,7.4948273,13.656873,309188,729258,1328834,7.34113,6.5614953,3.5539641,11.915812,0.11586594,0.26479885,0.22332986,3.8442492,5.519213,6.525766,7.4533424,8.43018,9.4444895,10.677544,12.180718,14.573937,21.35056,4.4512005,5.126837,5.8310943,6.5614953,7.364626,8.300619,9.698672,18.196524,19.91183,21.887463,0.57821804,1.4923582,2.989144,0.47758558,0.65325695,0.86168694,147663.73,476392.84,1145038.9,8.807566,40.371544,64.26299,17.864038,75.68152,21.451603,81.66737,29.535389,0.005288986,32.986717,63.55394,0.2323814,75.55734,2.2771804,81.651344,16.0402,0.08807565,4.037154,12.852598,0.38407683,22.704456,0.78298354,32.66695,2.023174,514.62604,32096558,123677830,48613.758,220555200,808741.4,317791800,10691034,2.8221133,4.051726,4.7906494,5.4715953,6.1887045,6.933322,7.8385234,8.942022,10.698916,15.673723,31.77275,46.876686,0.9146618,3.8366678,3.3528228,1.8160207,1.846247
