Country,Year,Annual CO₂ emissions (per capita),GDP per capita,Population,Mean income or consumption per day,poverty_gap_index_4000
Cyprus,2009,7.624081,31801.402,1110979.0,51.811222,13.098441
Cyprus,2010,7.1710835,31855.75,1129693.0,52.62469,12.005435
Cyprus,2011,6.8008943,30961.527,1145090.0,52.382618,12.930247
Cyprus,2012,6.2796526,31319.172,1156556.0,49.471622,16.06306
Cyprus,2013,5.64076,28148.766,1166972.0,47.481693,19.453535
Cyprus,2014,5.9055376,26588.385,1176997.0,44.252575,21.15335
Cyprus,2015,5.871858,28228.88,1187286.0,45.0893,19.31133
Cyprus,2016,6.155554,30758.475,1197889.0,46.596825,17.280476
Cyprus,2017,6.2090564,31253.988,1208527.0,47.56427,15.44688
Cyprus,2018,6.007151,31223.533,1218834.0,51.212486,13.525566
Cyprus,2019,5.9750137,32301.82,1228840.0,51.574562,12.551773
Czechia,1992,14.131163,20256.303,10310956.0,18.431473,54.826225
Czechia,1993,13.579338,20536.512,10318915.0,19.970184,52.590008
Czechia,1996,13.114143,23518.648,10295653.0,22.608212,46.23246
Czechia,2002,12.108605,23222.879,10238170.0,24.971949,41.662308
Czechia,2004,12.502834,25010.672,10261003.0,26.875917,38.39177
Czechia,2005,12.226581,27212.762,10280122.0,27.595201,36.92899
Czechia,2006,12.281157,27721.584,10304822.0,29.117022,34.035507
Czechia,2007,12.418669,30006.361,10337831.0,30.65649,31.134573
Czechia,2008,11.846605,31376.184,10378586.0,31.41051,30.16312
Czechia,2009,11.034769,29960.416,10421515.0,31.865326,29.155277
Czechia,2010,11.227283,30265.84,10464750.0,31.808458,29.456532
Czechia,2011,10.975403,31122.107,10496379.0,31.774588,29.309713
Czechia,2012,10.588694,30945.021,10511065.0,31.239332,30.11705
Czechia,2013,10.150955,30546.51,10514547.0,31.44628,30.027851
Czechia,2014,9.912944,31932.49,10517178.0,32.180218,28.53961
Czechia,2015,9.9795,32746.5,10523801.0,33.508007,26.417423
Czechia,2016,10.133462,33460.086,10527584.0,34.751205,24.449017
Czechia,2017,10.233914,35579.258,10531315.0,35.919323,22.548107
Czechia,2018,10.096103,36724.83,10534598.0,37.61909,20.411621
Czechia,2019,9.588486,37521.227,10536876.0,39.36649,18.524902
Democratic Republic of Congo,2004,0.036999773,604.6236,54815610.0,1.0042,97.4895
Democratic Republic of Congo,2012,0.039419774,773.65466,70997870.0,2.0309377,94.92895
Denmark,1987,11.372085,27056.191,5121515.0,48.364933,11.282317
Denmark,1992,11.269815,28845.56,5175466.0,47.542133,10.77187
Denmark,1995,11.776691,30550.236,5235205.0,49.27404,8.432448
Denmark,2000,10.16851,37403.957,5340662.0,52.6258,7.20307
Denmark,2003,11.238224,37679.652,5396355.0,51.409054,8.979349
Denmark,2004,10.174345,39556.914,5415583.0,52.30966,8.141144
Denmark,2005,9.479754,43031.414,5436314.0,52.912163,7.9328313
Denmark,2006,10.901747,44582.707,5457863.0,54.57902,7.366997
Denmark,2007,9.983965,45687.332,5479722.0,55.58182,6.9467263
Denmark,2008,9.3146715,48294.336,5502752.0,54.99869,7.030658
Denmark,2009,8.839558,46005.824,5526455.0,55.802723,7.752918
Denmark,2010,8.86165,48860.055,5550850.0,58.569775,6.771362
Denmark,2011,7.933418,49686.81,5576016.0,57.63594,7.005912
Denmark,2012,7.1168685,49100.336,5600955.0,57.292477,7.2162857
Denmark,2013,7.424016,47969.64,5625393.0,58.687824,7.155489
Denmark,2014,6.649033,47861.254,5650654.0,59.092346,6.9004536
Denmark,2015,6.1838393,47492.906,5677795.0,59.663933,6.2339907
Denmark,2016,6.4688087,48930.09,5706856.0,60.667915,6.1848783
Denmark,2017,6.0419893,51671.598,5737286.0,62.136517,5.9881845
Denmark,2018,6.0015297,51931.836,5766689.0,62.739765,5.5305486
Denmark,2019,5.34005,54027.15,5795879.0,62.736362,5.1411133
Djibouti,2002,0.50609016,2698.7766,789140.0,4.727462,88.278366
Djibouti,2012,0.51064277,4246.295,954311.0,5.8090897,85.76521
Djibouti,2013,0.5728672,4208.9355,971761.0,5.188474,87.17461
Djibouti,2017,0.37660372,4334.2344,1040242.0,5.4438024,86.54591
Dominican Republic,1986,1.2390381,5342.396,6554326.0,13.20192,70.10108
Dominican Republic,1989,1.469605,5615.8857,6980041.0,7.8416915,81.91884
Dominican Republic,1992,1.4026796,5854.0356,7427347.0,10.692696,77.44763
Dominican Republic,1996,2.0573769,6672.229,8012315.0,11.832832,72.72424
Dominican Republic,1997,2.1184692,7267.3047,8150078.0,12.958981,71.154236
Dominican Republic,2000,2.223638,8391.977,8540790.0,13.943539,69.9509
Dominican Republic,2001,2.2083876,9149.304,8669038.0,13.393599,70.566055
Dominican Republic,2002,2.3819082,9048.389,8795104.0,13.004036,71.03164
Dominican Republic,2003,2.3929765,8276.985,8919857.0,11.595251,74.70769
Dominican Republic,2004,1.9167238,8504.553,9043135.0,9.876797,77.898224
Dominican Republic,2005,1.9575529,9431.821,9164770.0,11.402681,74.22171
Dominican Republic,2006,2.0585506,10494.584,9284169.0,12.998945,72.00005
Dominican Republic,2007,2.1264076,11406.723,9402209.0,11.89717,73.169785
Dominican Republic,2008,2.1350346,11560.211,9522954.0,11.480385,73.89447
Dominican Republic,2009,2.050222,12149.653,9648061.0,12.40651,72.20888
Dominican Republic,2010,2.1024926,13096.969,9775756.0,12.230481,71.815636
Dominican Republic,2011,2.152511,13231.797,9903743.0,12.691668,71.44905
Dominican Republic,2012,2.118931,13328.421,10030885.0,12.1348915,72.149925
Dominican Republic,2013,2.0938118,13388.624,10157054.0,12.818438,71.2424
Dominican Republic,2014,2.1202457,13998.327,10282116.0,13.289036,68.86021
Dominican Republic,2015,2.257829,15161.65,10405832.0,14.589207,66.96751
Dominican Republic,2016,2.3409507,16169.959,10527589.0,15.629209,65.19875
Dominican Republic,2017,2.2556932,16557.008,10647247.0,14.788201,66.43365
Dominican Republic,2018,2.3924725,17155.328,10765532.0,16.232817,64.42598
Dominican Republic,2019,2.607516,17926.738,10881886.0,16.469265,62.992966
Ecuador,1994,1.2607749,5744.652,11347655.0,8.30844,81.146454
Ecuador,1999,1.7705554,5309.485,12412056.0,8.5123415,82.07904
Ecuador,2000,1.6574092,5510.876,12626511.0,6.5516663,85.328804
Ecuador,2003,2.0352755,6496.728,13301188.0,9.747511,78.01699
Ecuador,2004,2.1617272,7106.095,13534598.0,9.574396,78.63117
Ecuador,2005,2.221465,7963.3896,13770015.0,11.362323,74.77007
Ecuador,2006,2.1193247,8460.081,14009064.0,12.50475,72.867294
Ecuador,2007,2.4052465,8832.098,14251838.0,13.178305,71.873665
Ecuador,2008,2.091112,9664.322,14496800.0,12.5959,71.60712
Ecuador,2009,2.2789886,9225.989,14742768.0,12.136972,72.325165
Ecuador,2010,2.4201083,9908.478,14989581.0,13.432923,69.96397
Ecuador,2011,2.511129,10796.917,15237734.0,13.8755,67.97484
Ecuador,2012,2.415982,11377.923,15483884.0,14.783346,66.419395
Ecuador,2013,2.5221019,12181.178,15722988.0,15.29881,65.90707
Ecuador,2014,2.7404037,12239.398,15957995.0,15.4710245,65.1456
Ecuador,2015,2.5485296,11354.9,16195904.0,15.580119,65.13914
Ecuador,2016,2.3940413,11039.747,16439588.0,15.25878,65.50745
Ecuador,2017,2.3461897,11413.081,16696947.0,15.694721,64.49124
Ecuador,2018,2.2584543,11474.869,17015672.0,15.658378,64.72043
Ecuador,2019,2.310065,11235.628,17343742.0,15.380205,65.32049
Egypt,1990,1.3146554,2363.0264,57214630.0,5.539277,86.20639
Egypt,1995,1.5427656,4353.5874,64166908.0,5.363063,86.70323
Egypt,1999,1.8341435,5334.436,69907890.0,6.657772,83.987854
Egypt,2004,1.9681492,5913.924,77522424.0,5.864025,85.434105
Egypt,2008,2.3582592,8747.43,83844780.0,5.899007,85.391685
Egypt,2010,2.3335464,10419.649,87252420.0,6.5465035,83.76011
Egypt,2012,2.342532,13117.716,91240380.0,6.689095,83.335526
Egypt,2015,2.2970839,12621.582,97723790.0,7.2488804,82.2934
Egypt,2017,2.5553803,12009.694,101789384.0,6.300635,84.388504
Egypt,2019,2.4251409,12059.8955,105618670.0,6.7583957,83.39783
El Salvador,1989,0.483272,1131.9446,5270833.0,7.9128075,81.06712
El Salvador,1991,0.5776734,1068.5349,5461074.0,7.710024,82.2388
El Salvador,1995,0.86955136,1621.5951,5748201.0,8.885468,79.48326
El Salvador,1996,0.7614942,1753.0057,5797142.0,8.858798,79.54012
El Salvador,1998,0.97384965,2004.0417,5885085.0,8.993804,79.28962
El Salvador,1999,0.94327974,2121.941,5923862.0,9.390126,78.01166
El Salvador,2000,0.95174825,2323.745,5958482.0,10.629056,75.7483
El Salvador,2001,0.97817224,2438.77,5988102.0,10.175318,76.434555
El Salvador,2002,1.0097492,2671.4375,6011278.0,10.262623,76.60715
El Salvador,2003,1.0676966,2915.498,6026854.0,9.495242,77.689095
El Salvador,2004,1.0361451,3126.8823,6035653.0,9.768703,76.87603
El Salvador,2005,1.0430437,3658.7615,6037817.0,9.938346,76.78746
El Salvador,2006,1.1132455,4014.762,6034439.0,9.909669,76.78731
El Salvador,2007,1.1325997,4418.236,6044130.0,10.604968,75.40952
El Salvador,2008,1.0554718,4903.5405,6068108.0,10.229619,76.02794
El Salvador,2009,1.0363276,5222.856,6091181.0,9.877291,76.8434
El Salvador,2010,1.0334623,6049.7974,6114039.0,9.777039,76.43932
El Salvador,2011,1.0589914,7215.2173,6137354.0,9.545156,77.05341
El Salvador,2012,1.0504097,7372.193,6161293.0,9.877429,76.41274
El Salvador,2013,0.9852612,7369.935,6185641.0,10.895258,74.615364
El Salvador,2014,0.99059945,7582.2363,6209528.0,10.63308,74.53249
El Salvador,2015,1.0700842,7584.579,6231072.0,10.940506,73.97555
El Salvador,2016,1.0552406,7707.979,6250513.0,11.026738,73.54266
El Salvador,2017,0.9526126,7942.096,6266661.0,11.070996,73.20484
El Salvador,2018,0.9978113,7987.9927,6276340.0,11.906972,71.310104
El Salvador,2019,1.202131,8116.269,6280222.0,12.951726,69.060875
Estonia,1993,12.920868,9817.439,1504446.0,12.440412,70.80304
Estonia,2003,12.595059,15846.114,1370663.0,15.689126,62.806118
Estonia,2004,12.717503,16687.523,1362489.0,17.063568,59.173096
Estonia,2005,12.620692,20291.969,1354665.0,19.75359,53.769917
Estonia,2006,12.211169,22042.734,1346711.0,23.001495,47.947037
Estonia,2007,14.875755,24741.186,1340576.0,25.883123,41.090714
Estonia,2008,13.329997,25228.648,1337013.0,26.773018,40.123714
Estonia,2009,10.802874,22535.018,1334557.0,25.207632,42.504562
Estonia,2010,14.250807,23852.137,1331535.0,23.695606,45.15796
Estonia,2011,14.280438,26704.477,1327435.0,24.56063,43.938812
Estonia,2012,13.4361725,28276.275,1322682.0,25.974396,41.80172
Estonia,2013,14.917028,28599.617,1317985.0,28.28964,39.311554
Estonia,2014,14.323191,29229.885,1314531.0,30.563866,35.801678
Estonia,2015,12.036589,28516.846,1314658.0,32.68025,31.758297
Estonia,2016,13.290373,29319.807,1315928.0,34.75534,28.193516
Estonia,2017,14.222141,30981.602,1317550.0,36.74732,25.389236
Estonia,2018,13.527124,32280.738,1322146.0,38.945698,23.031084
Estonia,2019,9.286828,33852.387,1327039.0,41.006695,21.214579
Eswatini,1994,1.1294591,7577.3896,953745.0,1.4823712,99.999985
Eswatini,2000,1.1733288,8695.067,1030504.0,3.5263317,91.354
Eswatini,2009,0.9671255,8396.381,1094890.0,3.7295449,90.766396
Eswatini,2016,0.92359316,8586.797,1142529.0,5.6323137,86.38979
Ethiopia,1995,0.04359958,651.8162,57476540.0,2.3790367,94.330826
Ethiopia,1999,0.047547493,618.1026,65077584.0,2.3387635,94.16124
Ethiopia,2004,0.06850572,692.32605,75301020.0,3.122983,92.2671
Ethiopia,2010,0.07101106,1155.4794,89237800.0,3.3834558,91.61322
Ethiopia,2015,0.123901345,1758.5656,102471896.0,3.7389858,90.6763
Fiji,2002,1.0351101,6544.038,849897.0,9.828248,75.96814
Fiji,2008,0.94347787,7331.2466,896728.0,10.984359,74.363075
Fiji,2013,1.2108986,10762.616,913467.0,10.722516,74.16146
Fiji,2019,1.5330331,13753.734,918472.0,7.907095,80.27161
Finland,1987,11.664912,24809.166,4932176.0,35.586945,21.03865
Finland,1991,11.007097,25045.555,5013856.0,40.041775,16.15274
Finland,1995,11.377576,28161.002,5107942.0,37.219864,19.92834
Finland,2000,11.013854,35949.78,5176208.0,43.182106,15.87264
Finland,2003,13.937104,36471.54,5212991.0,45.78529,13.992158
Finland,2004,13.186135,38077.883,5228143.0,47.995316,12.44147
Finland,2005,10.874235,40534.965,5246070.0,49.62122,11.210174
Finland,2006,12.982865,41241.23,5266249.0,50.39208,11.127065
Finland,2007,12.623155,44680.04,5288694.0,52.258965,10.143552
Finland,2008,11.03276,46203.7,5313358.0,52.854214,9.514076
Finland,2009,10.471616,42181.793,5338813.0,53.891495,8.836595
Finland,2010,11.948101,43468.39,5363279.0,54.70406,8.690006
Finland,2011,10.51154,44077.234,5388173.0,55.016285,8.316466
Finland,2012,9.447225,43473.6,5413865.0,55.148075,7.991244
Finland,2013,9.508404,41426.906,5438873.0,54.93168,8.275249
Finland,2014,8.719135,41140.89,5461436.0,54.647556,8.109924
Finland,2015,8.063938,41660.523,5479457.0,55.147377,8.002066
Finland,2016,8.598022,42577.58,5495217.0,55.773857,7.650034
Finland,2017,8.106902,43827.152,5508146.0,56.938305,7.3469334
Finland,2018,8.291232,44198.883,5515465.0,57.83395,7.021104
Finland,2019,7.6887984,44928.516,5521539.0,58.84792,6.851448
France,1970,9.113062,17435.078,50523588.0,25.941082,44.221928
France,1975,9.192845,20989.45,52450030.0,32.63915,33.943253
France,1979,9.959295,24584.348,53428780.0,37.142925,27.118767
France,1984,7.5112376,23348.615,54845984.0,39.216496,24.348246
France,1990,6.974127,27149.924,56412896.0,41.705,21.09448
France,1996,6.991859,28793.59,57623180.0,44.55158,18.679745
France,1997,6.8381095,30322.691,57839364.0,44.84335,18.359543
France,1998,7.1274467,31888.025,58080344.0,45.99412,17.25138
France,1999,7.066907,33225.113,58352210.0,47.26568,16.84462
France,2000,6.9292483,34969.0,58665456.0,48.412952,16.057543
France,2001,6.964637,35672.86,59014776.0,49.683258,15.185207
France,2002,6.84541,35605.21,59372784.0,50.920994,13.852382
France,2003,6.905554,34481.52,59728260.0,47.27195,15.829422
France,2004,6.8819523,34925.938,60108436.0,48.041992,14.823352
France,2005,6.877385,37604.82,60510080.0,47.45438,14.587557
France,2006,6.6696563,38307.066,60919150.0,46.813747,15.131688
France,2007,6.4601693,39857.41,61329380.0,56.864544,10.520334
France,2008,6.3094783,39980.652,61721004.0,57.36471,10.691472
France,2009,5.974326,38507.375,62093300.0,57.855083,10.546479
France,2010,6.0303707,39900.06,62444570.0,58.104706,10.868014
France,2011,5.640582,40818.42,62775270.0,58.40797,10.433097
France,2012,5.651444,41133.777,63071412.0,57.900997,10.49403
France,2013,5.6601634,40529.363,63335180.0,57.339443,10.357571
France,2014,5.1425886,40418.523,63588496.0,57.99005,10.076076
France,2015,5.1937885,40998.42,63809770.0,58.73825,9.910596
France,2016,5.2197,41386.223,63989320.0,58.948044,9.469318
France,2017,5.2521734,42818.76,64144092.0,58.61371,9.414902
France,2018,5.010727,43192.387,64277812.0,59.58233,9.140286
France,2019,4.898306,43755.062,64399760.0,56.188953,10.699518
Gabon,2005,4.267172,17984.838,1458362.0,8.769626,78.95163
Gabon,2017,2.7470102,14775.115,2140225.0,12.336923,69.81975
Gambia,1998,0.17831025,2623.0505,1356198.0,1.9296652,95.19861
Gambia,2003,0.18948542,2872.544,1566263.0,3.3053315,91.93284
Gambia,2010,0.21939169,2956.557,1937284.0,4.4213853,89.309456
Gambia,2015,0.25856218,2270.7078,2253137.0,5.0999484,87.27388
Georgia,1996,0.8514128,3244.0845,4761277.0,8.194231,79.62059
Georgia,1997,0.9539292,3652.0256,4640033.0,5.6072083,86.05078
Georgia,1998,1.0931224,3655.5417,4518407.0,5.7545605,86.166626
Georgia,1999,0.9809935,3750.9312,4394505.0,4.969886,87.6591
Georgia,2000,1.0551473,3831.3064,4265175.0,4.787829,88.12603
Georgia,2001,0.8987809,4132.7324,4144485.0,4.5777016,88.660484
Georgia,2002,0.8244734,4461.047,4061127.0,5.840187,85.46974
Georgia,2003,0.92874527,4981.2437,4017826.0,5.779569,85.59463
Georgia,2004,1.0709428,5438.092,3988861.0,5.979111,85.11024
Georgia,2005,1.2657642,6093.007,3961183.0,5.8997717,85.341
Georgia,2006,1.5488702,7033.607,3933866.0,5.790452,85.57788
Georgia,2007,1.6284976,7908.328,3906476.0,5.7105002,85.87109
Georgia,2008,1.3683547,8304.929,3879701.0,6.1720233,84.7094
Georgia,2009,1.5915183,8481.528,3855203.0,6.1179247,84.86146
Georgia,2010,1.6180118,8912.809,3836834.0,6.0811257,84.924065
Georgia,2011,2.0421784,9718.428,3821667.0,6.3028097,84.47429
Georgia,2012,2.1697419,10511.552,3804358.0,6.764418,83.28111
Georgia,2013,2.1163478,10954.579,3786025.0,7.425474,81.69364
Georgia,2014,2.3683462,11742.295,3774232.0,7.756351,80.88393
Georgia,2015,2.5870688,12695.076,3771135.0,7.8262553,80.63606
Georgia,2016,2.6696846,13287.4795,3771112.0,7.8907957,80.48726
Georgia,2017,2.6969206,14371.111,3771904.0,8.1343155,79.93825
Georgia,2018,2.6674635,15141.594,3772323.0,7.967622,80.28138
Georgia,2019,2.8870666,17055.666,3770814.0,7.974502,80.448944
Germany,1991,12.742418,29495.428,79801980.0,51.264774,12.16063
Germany,1992,12.087449,30374.363,80205020.0,52.04984,11.240788
Germany,1993,11.9067335,30521.496,80573496.0,52.143402,10.824887
Germany,1994,11.661228,31559.746,80882120.0,51.06248,12.114791
Germany,1995,11.586038,32570.662,81123260.0,51.55844,11.369761
Germany,1996,11.803728,32941.7,81300860.0,52.092323,10.6061535
Germany,1997,11.438256,33996.99,81436100.0,51.436295,11.271959
Germany,1998,11.327495,35165.75,81524380.0,53.00756,10.217019
Germany,1999,10.978855,36591.91,81556970.0,54.589043,9.833748
Germany,2000,11.022925,37290.406,81551680.0,55.479446,9.338947
Germany,2001,11.227958,37771.26,81514570.0,55.530117,9.772253
Germany,2002,11.036306,37600.027,81443420.0,56.485626,9.416449
Germany,2003,11.061999,38480.516,81346810.0,56.06244,9.547627
Germany,2004,10.897857,39573.63,81266670.0,56.658512,9.434259
Germany,2005,10.656909,41565.598,81212170.0,56.769794,10.29248
Germany,2006,10.809575,42595.03,81177816.0,57.20012,9.7276535
Germany,2007,10.472896,45097.15,81183830.0,57.989445,9.320414
Germany,2008,10.500914,46266.527,81217490.0,57.79535,9.356308
Germany,2009,9.700711,43240.043,81260620.0,57.861122,9.319154
Germany,2010,10.219843,45435.336,81325090.0,58.09774,9.03767
Germany,2011,9.918698,47754.105,81423384.0,58.468826,8.920099
Germany,2012,9.967624,47312.203,81545570.0,58.35755,9.501138
Germany,2013,10.208109,47302.22,81680590.0,59.01468,9.371379
Germany,2014,9.708648,48789.92,81858824.0,58.67548,9.391046
Germany,2015,9.724056,48064.566,82073230.0,60.74443,8.780579
Germany,2016,9.738013,49255.832,82331430.0,62.034554,8.533257
Germany,2017,9.512761,51253.33,82624370.0,62.168064,8.916917
Germany,2018,9.105443,51284.934,82896696.0,64.828156,7.5849586
Germany,2019,8.508805,51190.89,83148140.0,65.88021,7.3093543
Ghana,1987,0.22133963,2804.1926,14310795.0,2.3365078,99.999985
Ghana,1988,0.22037601,2993.3928,14671683.0,2.3994758,99.999985
Ghana,1991,0.24627554,3126.7476,15843473.0,2.231038,94.42241
Ghana,1998,0.29837152,2913.6665,18714708.0,2.649763,93.38639
Ghana,2005,0.2717289,3346.965,22496952.0,3.4013898,91.54706
Ghana,2012,0.47076818,5338.2764,26858760.0,4.8423386,87.97601
Ghana,2016,0.47090656,5022.625,29554298.0,5.0892043,87.41296
Greece,1995,8.106244,20419.39,10727928.0,28.223341,39.93904
Greece,2000,9.328876,25357.277,11038112.0,31.3906,33.90133
Greece,2003,9.816556,27225.674,11110488.0,36.23481,27.064981
Greece,2004,9.850148,28451.61,11115089.0,38.18926,25.527763
Greece,2005,10.247849,29086.717,11113450.0,38.6081,25.79883
Greece,2006,10.122328,31469.406,11106097.0,38.96314,25.726158
Greece,2007,10.327349,31673.479,11091491.0,40.096073,23.713984
Greece,2008,10.03108,32849.035,11073621.0,40.74054,22.78981
Greece,2009,9.43601,32017.865,11055503.0,41.358376,22.157625
Greece,2010,8.823278,29795.945,11033784.0,35.855927,28.201065
Greece,2011,8.587692,27150.488,11004730.0,29.75199,36.172344
Greece,2012,8.335977,26113.637,10963633.0,25.82806,42.936455
Greece,2013,7.486669,26244.691,10914501.0,24.668114,44.846622
Greece,2014,7.238944,26016.303,10862972.0,24.581244,44.79278
Greece,2015,6.9334774,26330.736,10806644.0,24.9828,44.12646
Greece,2016,6.638392,25818.572,10749742.0,25.508963,42.98978
Greece,2017,6.999798,26477.574,10692230.0,25.891918,42.24132
Greece,2018,6.7505913,26602.74,10633275.0,26.78906,40.072334
Greece,2019,6.2189636,27201.492,10574026.0,28.479956,37.39001
Grenada,2018,2.5257974,14948.8955,121853.0,21.309189,54.77472
Guatemala,1986,0.4497436,3702.9429,8148187.0,4.0708337,90.88577
Guatemala,1989,0.47379756,3890.3545,8839546.0,6.0521345,86.35839
Guatemala,1998,0.77247584,5072.119,11184035.0,10.6167965,78.016754
Guatemala,2000,0.8320425,5402.275,11735893.0,11.818862,74.85001
Guatemala,2006,0.9078579,6234.127,13412401.0,12.075462,74.23038
Guatemala,2014,0.8799366,7533.8525,15713744.0,9.400289,78.51812
Guinea,1991,0.15507261,3433.778,6615740.0,1.050602,99.999985
Guinea,1994,0.15489273,3543.2302,7262110.0,3.8817008,90.446014
Guinea,2002,0.18922736,2408.5251,8577787.0,2.8714604,92.837524
Guinea,2007,0.20609093,1966.5919,9547087.0,3.022171,92.465004
Guinea,2012,0.22448534,2156.9602,10788696.0,3.8602493,90.36919
Guinea,2018,0.25185698,2222.562,12554871.0,4.3981147,89.004715
Guinea-Bissau,1993,0.17335893,1563.6981,1056767.0,3.6078198,91.13173
Guinea-Bissau,2002,0.119693674,1679.818,1285682.0,2.5909805,93.53118
Guinea-Bissau,2010,0.15196277,1487.183,1567226.0,2.592875,93.51781
Guinea-Bissau,2018,0.16179088,1825.0135,1924954.0,4.2062955,89.495865
Guyana,1992,1.3967482,3420.059,744999.0,5.186657,99.999985
Guyana,1998,2.4161806,4376.413,756705.0,8.365286,79.9341
Haiti,2001,0.1728548,2077.2568,8511728.0,2.6675026,93.54228
Haiti,2012,0.22398692,1827.4252,10108541.0,3.4892566,91.59467
Honduras,1989,0.5454715,3166.6462,4913683.0,5.5462565,87.89402
Honduras,1990,0.49565437,3253.6936,5053235.0,4.91007,88.735054
Honduras,1991,0.48624563,3317.5164,5196892.0,5.4588466,86.932755
Honduras,1992,0.5244959,3328.1123,5344774.0,6.0642104,85.61733
Honduras,1993,0.5349938,3499.39,5496843.0,7.259205,83.46569
Honduras,1994,0.5715682,3484.4119,5652937.0,7.342815,83.17068
Honduras,1995,0.65995926,3764.519,5812836.0,7.1946654,83.65952
Honduras,1996,0.6484542,3494.7537,5976553.0,6.6303697,84.81109
Honduras,1997,0.6527112,3529.9968,6144117.0,8.009951,81.73537
Honduras,1998,0.7625509,3539.1255,6308539.0,8.306101,81.34227
Honduras,1999,0.7263067,3387.3474,6477370.0,7.7073956,82.064316
Honduras,2001,0.8284601,3504.368,6837861.0,10.103104,77.106186
Honduras,2002,0.8469169,3572.1562,7019912.0,8.853269,79.89287
Honduras,2003,0.92847633,3653.394,7201883.0,8.334812,81.22427
Honduras,2004,0.97436833,3779.1619,7383408.0,8.615843,80.68097
Honduras,2005,0.90353006,4056.4424,7564615.0,9.401221,79.24593
Honduras,2006,0.99393225,4097.702,7745204.0,10.25242,77.430565
Honduras,2007,1.0368425,4267.364,7924462.0,11.104082,75.59874
Honduras,2008,1.0532146,4018.6868,8101776.0,11.464481,75.18281
Honduras,2009,0.97017133,3958.0103,8277309.0,11.26711,74.24697
Honduras,2010,0.9462405,4111.901,8450936.0,11.177391,74.80917
Honduras,2011,1.0275794,4355.0127,8622510.0,10.746514,75.41813
Honduras,2012,1.0484407,4573.7173,8792370.0,9.609442,77.8292
Honduras,2013,1.0451132,4343.8896,8960654.0,9.594014,77.16942
Honduras,2014,1.0387152,4569.137,9127851.0,9.804358,76.77696
Honduras,2015,1.1133431,4976.4863,9294510.0,9.720328,76.82535
Honduras,2016,1.0276414,5222.59,9460798.0,10.207126,75.62238
Honduras,2017,1.0628078,5346.9595,9626845.0,10.05646,76.13307
Honduras,2018,1.0069852,5359.8574,9792854.0,10.030733,75.99308
Honduras,2019,1.126517,5428.0635,9958832.0,10.123918,75.739685
Hungary,1987,8.036573,13604.163,10469197.0,21.472563,47.414146
Hungary,1989,7.3017135,14200.329,10397176.0,10.242991,74.40026
Hungary,1991,6.718421,12905.632,10374750.0,19.120941,54.3831
Hungary,1993,6.1365085,13785.752,10357423.0,15.836625,62.017834
Hungary,1994,5.9839864,14444.355,10342435.0,17.247934,58.970978
Hungary,1999,6.041506,15424.706,10230263.0,15.715209,62.086594
Hungary,2004,5.968768,19075.494,10094499.0,19.020235,54.827183
Hungary,2005,5.9959826,21192.756,10073533.0,20.968306,52.60954
Hungary,2006,5.9370995,21244.473,10057063.0,20.407063,51.15505
Hungary,2007,5.8390946,21433.201,10041171.0,19.907187,51.997982
Hungary,2008,5.719186,23260.053,10023508.0,20.353628,50.848835
Hungary,2009,5.1498055,22472.57,10008581.0,19.391354,52.769108
Hungary,2010,5.215614,23814.271,9986832.0,20.179857,51.61797
Hungary,2011,5.048918,24415.496,9953247.0,20.404638,51.248825
Hungary,2012,4.7186146,24178.588,9922133.0,19.311699,53.85935
Hungary,2013,4.4134636,24297.898,9894637.0,19.983582,52.598457
Hungary,2014,4.4377985,24896.941,9867906.0,21.001366,50.263344
Hungary,2015,4.745654,25278.672,9844250.0,22.04142,48.065598
Hungary,2016,4.8067236,25366.865,9815106.0,23.005304,46.199665
Hungary,2017,5.0649333,26908.965,9788940.0,24.18835,43.989758
Hungary,2018,5.0667534,27914.674,9776361.0,25.938368,40.257896
Hungary,2019,5.046203,29236.4,9771799.0,28.268663,36.14968
Iceland,2003,10.303296,40512.914,289806.0,47.62756,11.847947
Iceland,2004,10.636717,42238.293,292364.0,48.70927,11.676181
Iceland,2005,10.027289,45611.082,297037.0,50.812515,11.099715
Iceland,2006,10.378133,43693.656,304086.0,58.23717,7.964455
Iceland,2007,11.2074175,45280.676,311859.0,61.51092,6.402126
Iceland,2008,12.000479,56671.1,317722.0,64.09673,6.5427012
Iceland,2009,11.703183,47770.586,318809.0,53.803967,9.402334
Iceland,2010,11.39458,43342.04,318346.0,47.763638,11.444156
Iceland,2011,10.975917,44048.383,319308.0,47.73556,12.145148
Iceland,2012,10.907885,45529.61,320988.0,48.72995,11.376979
Iceland,2013,10.770717,45043.26,324036.0,49.79197,9.8237295
Iceland,2014,10.519508,45567.027,327650.0,52.534687,9.540896
Iceland,2015,10.703882,47414.69,331068.0,56.094242,7.3934913
Iceland,2016,10.413343,48601.99,335677.0,60.771545,5.929748
Iceland,2017,10.511519,49844.32,343641.0,62.975197,4.7611103
India,1977,0.39737216,1498.7567,651685600.0,2.311579,98.46196
India,1983,0.4722262,1217.4896,745826560.0,2.4173212,99.999985
India,1987,0.5582126,1244.0525,815716160.0,2.6542332,93.36707
India,1993,0.7311473,1543.7616,926351300.0,2.7314165,93.215614
India,2004,0.9901711,2650.0457,1136264600.0,3.1176748,92.267265
India,2009,1.3175575,3991.5815,1223640200.0,3.4441166,91.54521
